order_id,customer_id,order_date,status,region_code,payment_method,customer_exists,valid_customer
ORD-00289,CUST-00467,2023-09-06 00:00:00,PLACED,SOUTH,Debit Card,True,True
ORD-00290,CUST-00017,2024-02-22 00:00:00,CANCELLED,SOUTH,UPI,True,True
ORD-00291,CUST-00038,2023-04-02 00:00:00,RETURNED,CENTRAL,Debit Card,True,True
ORD-00292,CUST-00432,2024-10-23 00:00:00,SHIPPED,WEST,Net Banking,True,True
ORD-00293,CUST-00309,2024-08-24 00:00:00,DELIVERED,EAST,Cash on Delivery,True,True
ORD-00294,CUST-00128,2020-12-23 00:00:00,DELIVERED,SOUTH,Cash on Delivery,True,True
ORD-00295,CUST-00213,2022-05-09 00:00:00,DELIVERED,WEST,UPI,True,True
ORD-00296,CUST-00292,2026-08-10 00:01:11,PLACED,EAST,Debit Card,True,True
ORD-00297,CUST-00436,2023-11-25 00:00:00,PLACED,NORTH,Debit Card,True,True
ORD-00298,CUST-00381,2020-01-17 00:00:00,RETURNED,NORTH,Net Banking,True,True
ORD-00299,CUST-00150,2023-02-04 00:00:00,RETURNED,NORTH,Net Banking,True,True
ORD-00300,CUST-00129,2020-01-10 00:00:00,DELIVERED,SOUTH,UPI,True,True
ORD-00300,,2021-11-22 00:00:00,SHIPPED,EAST,Debit Card,False,False
ORD-00302,CUST-00284,2021-01-28 00:00:00,SHIPPED,CENTRAL,UPI,True,True
ORD-00303,CUST-00358,2024-01-19 00:00:00,DELIVERED,WEST,Credit Card,True,True
ORD-00304,CUST-00284,2020-07-13 00:00:00,DELIVERED,CENTRAL,Credit Card,True,True
ORD-00305,CUST-00417,2022-09-04 00:00:00,PLACED,NCR,Cash on Delivery,True,True
ORD-00306,CUST-00041,2025-11-05 00:00:00,DELIVERED,EAST,Cash on Delivery,True,True
ORD-00307,CUST-00303,2024-05-24 00:00:00,RETURNED,CENTRAL,Net Banking,True,True
ORD-00308,CUST-00459,2022-08-02 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00309,CUST-00280,2022-05-21 00:00:00,SHIPPED,SOUTH,Cash on Delivery,True,True
ORD-00310,CUST-00145,2024-12-20 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00311,CUST-00452,2025-08-31 00:00:00,PLACED,NORTH,UPI,True,True
ORD-00312,CUST-00107,2022-02-02 00:00:00,CANCELLED,SOUTH,Cash on Delivery,True,True
ORD-00313,CUST-00030,2023-02-12 00:00:00,SHIPPED,CENTRAL,Debit Card,True,True
ORD-00314,CUST-00168,2026-08-10 00:01:11,CANCELLED,NCR,UPI,True,True
ORD-00315,CUST-00219,2022-03-07 00:00:00,SHIPPED,CENTRAL,Debit Card,True,True
ORD-00316,CUST-00216,2021-05-03 00:00:00,SHIPPED,NCR,Debit Card,True,True
ORD-00317,CUST-00499,2026-08-10 00:01:11,CANCELLED,CENTRAL,Cash on Delivery,True,True
ORD-00318,CUST-00299,2023-09-28 00:00:00,CANCELLED,NCR,Cash on Delivery,True,True
ORD-00319,CUST-00390,2020-10-08 00:00:00,SHIPPED,CENTRAL,Credit Card,True,True
ORD-00320,CUST-00024,2021-03-19 00:00:00,RETURNED,NORTH,Credit Card,True,True
ORD-00321,,2026-08-10 00:01:11,DELIVERED,SOUTH,Debit Card,False,False
ORD-00322,CUST-00334,2026-06-16 00:00:00,PLACED,SOUTH,Credit Card,True,True
ORD-00323,CUST-00007,2022-04-11 00:00:00,DELIVERED,CENTRAL,Net Banking,True,True
ORD-00324,CUST-00188,2025-12-14 00:00:00,PLACED,NCR,Debit Card,True,True
ORD-00325,CUST-00150,2025-12-20 00:00:00,PLACED,WEST,Cash on Delivery,True,True
ORD-00326,CUST-00242,2026-03-26 00:00:00,SHIPPED,NCR,Cash on Delivery,True,True
ORD-00327,CUST-00227,2021-05-15 00:00:00,CANCELLED,NCR,UPI,True,True
ORD-00328,CUST-00337,2023-08-16 00:00:00,RETURNED,SOUTH,Cash on Delivery,True,True
ORD-00329,CUST-00240,2026-08-10 00:01:11,SHIPPED,CENTRAL,Net Banking,True,True
ORD-00330,CUST-00053,2020-07-30 00:00:00,SHIPPED,NORTH,Cash on Delivery,True,True
ORD-00331,CUST-00425,2024-08-26 00:00:00,SHIPPED,NCR,Net Banking,True,True
ORD-00332,CUST-00395,2026-06-02 00:00:00,SHIPPED,EAST,Debit Card,True,True
ORD-00333,CUST-00415,2021-09-02 00:00:00,PLACED,CENTRAL,Net Banking,True,True
ORD-00334,CUST-00497,2025-03-14 00:00:00,SHIPPED,CENTRAL,Net Banking,True,True
ORD-00335,CUST-00288,2024-09-10 00:00:00,DELIVERED,EAST,Cash on Delivery,True,True
ORD-00336,CUST-00105,2024-03-25 00:00:00,CANCELLED,NORTH,Debit Card,True,True
ORD-00337,CUST-00408,2020-11-19 00:00:00,RETURNED,EAST,Net Banking,True,True
ORD-00338,CUST-00352,2022-02-22 00:00:00,DELIVERED,WEST,UPI,True,True
ORD-00339,CUST-00148,2022-04-06 00:00:00,CANCELLED,EAST,Credit Card,True,True
ORD-00340,CUST-00405,2026-08-10 00:01:11,RETURNED,SOUTH,Debit Card,True,True
ORD-00341,,2020-01-31 00:00:00,SHIPPED,CENTRAL,Debit Card,False,False
ORD-00342,CUST-00196,2022-08-13 00:00:00,SHIPPED,EAST,UPI,True,True
ORD-00343,CUST-00322,2026-07-24 00:00:00,DELIVERED,CENTRAL,Debit Card,True,True
ORD-00344,CUST-00153,2026-03-19 00:00:00,DELIVERED,NCR,Net Banking,True,True
ORD-00345,CUST-00256,2026-08-10 00:01:11,DELIVERED,CENTRAL,Cash on Delivery,True,True
ORD-00346,CUST-00053,2020-05-10 00:00:00,CANCELLED,WEST,Net Banking,True,True
ORD-00347,CUST-00404,2024-05-17 00:00:00,SHIPPED,NCR,Net Banking,True,True
ORD-00348,CUST-00111,2026-08-10 00:01:11,DELIVERED,NCR,Cash on Delivery,True,True
ORD-00349,CUST-00243,2024-06-03 00:00:00,PLACED,CENTRAL,Cash on Delivery,True,True
ORD-00350,CUST-00356,2024-05-01 00:00:00,CANCELLED,NORTH,Net Banking,True,True
ORD-00338,CUST-00006,2020-08-01 00:00:00,SHIPPED,EAST,Debit Card,True,True
ORD-00352,CUST-00243,2021-10-12 00:00:00,CANCELLED,NCR,Cash on Delivery,True,True
ORD-00353,CUST-00350,2025-01-03 00:00:00,RETURNED,EAST,Net Banking,True,True
ORD-00354,CUST-00234,2021-09-25 00:00:00,CANCELLED,NORTH,Net Banking,True,True
ORD-00355,CUST-00041,2022-06-24 00:00:00,DELIVERED,SOUTH,Credit Card,True,True
ORD-00356,CUST-00034,2021-06-09 00:00:00,DELIVERED,NCR,UPI,True,True
ORD-00357,CUST-00359,2023-08-18 00:00:00,RETURNED,EAST,UPI,True,True
ORD-00358,CUST-00209,2025-08-14 00:00:00,CANCELLED,NORTH,Credit Card,True,True
ORD-00359,CUST-00025,2025-06-12 00:00:00,RETURNED,EAST,Net Banking,True,True
ORD-00360,CUST-00414,2025-12-16 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00360,,2021-07-08 00:00:00,CANCELLED,WEST,Debit Card,False,False
ORD-00362,CUST-00277,2020-01-25 00:00:00,DELIVERED,NORTH,Credit Card,True,True
ORD-00363,CUST-00065,2026-08-10 00:01:11,RETURNED,WEST,Cash on Delivery,True,True
ORD-00364,CUST-00328,2020-06-21 00:00:00,SHIPPED,NORTH,UPI,True,True
ORD-00365,CUST-00443,2022-05-19 00:00:00,RETURNED,SOUTH,Credit Card,True,True
ORD-00366,CUST-00033,2020-09-13 00:00:00,DELIVERED,EAST,Net Banking,True,True
ORD-00367,CUST-00329,2021-11-18 00:00:00,SHIPPED,WEST,UPI,True,True
ORD-00368,CUST-00255,2026-06-12 00:00:00,CANCELLED,SOUTH,UPI,True,True
ORD-00369,CUST-00306,2020-06-15 00:00:00,RETURNED,WEST,Credit Card,True,True
ORD-00370,CUST-00333,2022-10-21 00:00:00,RETURNED,NCR,Debit Card,True,True
ORD-00371,CUST-00272,2020-05-28 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00372,CUST-00414,2022-07-24 00:00:00,CANCELLED,SOUTH,Cash on Delivery,True,True
ORD-00373,CUST-00441,2021-10-29 00:00:00,RETURNED,NORTH,Cash on Delivery,True,True
ORD-00374,CUST-00496,2025-05-23 00:00:00,SHIPPED,CENTRAL,Credit Card,True,True
ORD-00375,CUST-00362,2024-03-26 00:00:00,CANCELLED,WEST,Cash on Delivery,True,True
ORD-00376,CUST-00230,2026-08-10 00:01:11,PLACED,SOUTH,Credit Card,True,True
ORD-00377,CUST-00359,2024-12-06 00:00:00,SHIPPED,EAST,Cash on Delivery,True,True
ORD-00378,CUST-00431,2026-07-17 00:00:00,RETURNED,SOUTH,UPI,True,True
ORD-00379,CUST-00358,2026-08-10 00:01:11,CANCELLED,WEST,UPI,True,True
ORD-00380,CUST-00497,2023-06-25 00:00:00,PLACED,NCR,Net Banking,True,True
ORD-00381,,2026-07-26 00:00:00,RETURNED,NCR,Credit Card,False,False
ORD-00382,CUST-00372,2022-03-11 00:00:00,DELIVERED,SOUTH,Net Banking,True,True
ORD-00383,CUST-00392,2022-06-06 00:00:00,DELIVERED,SOUTH,Debit Card,True,True
ORD-00384,CUST-00015,2026-08-10 00:01:11,DELIVERED,CENTRAL,Debit Card,True,True
ORD-00385,CUST-00360,2023-12-08 00:00:00,RETURNED,EAST,Debit Card,True,True
ORD-00386,CUST-00172,2022-12-24 00:00:00,DELIVERED,CENTRAL,Credit Card,True,True
ORD-00387,CUST-00100,2023-10-25 00:00:00,RETURNED,NCR,Net Banking,True,True
ORD-00388,CUST-00350,2021-12-24 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00389,CUST-00192,2025-09-05 00:00:00,CANCELLED,SOUTH,Credit Card,True,True
ORD-00390,CUST-00041,2022-07-10 00:00:00,DELIVERED,EAST,Net Banking,True,True
ORD-00391,CUST-00318,2023-10-07 00:00:00,DELIVERED,NORTH,Net Banking,True,True
ORD-00392,CUST-00291,2023-12-25 00:00:00,PLACED,EAST,Cash on Delivery,True,True
ORD-00393,CUST-00314,2025-01-29 00:00:00,CANCELLED,WEST,Cash on Delivery,True,True
ORD-00394,CUST-00238,2020-09-03 00:00:00,RETURNED,NORTH,Debit Card,True,True
ORD-00395,CUST-00259,2026-08-10 00:01:11,SHIPPED,EAST,Credit Card,True,True
ORD-00396,CUST-00488,2022-05-16 00:00:00,CANCELLED,EAST,Net Banking,True,True
ORD-00397,CUST-00161,2026-08-10 00:01:11,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00398,CUST-00252,2023-10-03 00:00:00,SHIPPED,NCR,Credit Card,True,True
ORD-00399,CUST-00271,2022-01-19 00:00:00,DELIVERED,WEST,Cash on Delivery,True,True
ORD-00400,CUST-00019,2021-01-10 00:00:00,PLACED,EAST,Credit Card,True,True
ORD-00401,,2026-08-10 00:01:11,DELIVERED,NCR,Net Banking,False,False
ORD-00402,CUST-00239,2026-03-29 00:00:00,DELIVERED,SOUTH,Debit Card,True,True
ORD-00403,CUST-00500,2026-04-23 00:00:00,PLACED,EAST,Debit Card,True,True
ORD-00404,CUST-00402,2026-05-26 00:00:00,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00405,CUST-00334,2026-06-11 00:00:00,RETURNED,NCR,Debit Card,True,True
ORD-00406,CUST-00250,2024-03-16 00:00:00,PLACED,NCR,Debit Card,True,True
ORD-00407,CUST-00235,2024-12-13 00:00:00,RETURNED,CENTRAL,Net Banking,True,True
ORD-00408,CUST-00190,2024-02-14 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00409,CUST-00444,2025-05-17 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00410,CUST-00361,2022-09-10 00:00:00,PLACED,WEST,UPI,True,True
ORD-00411,CUST-00058,2026-08-10 00:01:11,SHIPPED,SOUTH,Debit Card,True,True
ORD-00412,CUST-00419,2025-07-18 00:00:00,PLACED,NORTH,Net Banking,True,True
ORD-00413,CUST-00488,2026-07-15 00:00:00,RETURNED,EAST,Credit Card,True,True
ORD-00414,CUST-00244,2026-04-23 00:00:00,CANCELLED,EAST,Debit Card,True,True
ORD-00415,CUST-00427,2026-08-10 00:01:11,CANCELLED,NORTH,UPI,True,True
ORD-00416,CUST-00376,2023-07-16 00:00:00,SHIPPED,CENTRAL,UPI,True,True
ORD-00417,CUST-00380,2024-02-25 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00418,CUST-00381,2024-06-18 00:00:00,PLACED,NORTH,Net Banking,True,True
ORD-00419,CUST-00176,2021-11-06 00:00:00,PLACED,CENTRAL,Net Banking,True,True
ORD-00420,CUST-00323,2026-03-07 00:00:00,DELIVERED,EAST,UPI,True,True
ORD-00420,,2024-07-01 00:00:00,SHIPPED,NCR,Credit Card,False,False
ORD-00422,CUST-00136,2020-11-13 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00423,CUST-00430,2023-02-16 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00424,CUST-00004,2024-11-22 00:00:00,DELIVERED,NORTH,Cash on Delivery,True,True
ORD-00425,CUST-00399,2025-12-16 00:00:00,PLACED,NORTH,Debit Card,True,True
ORD-00426,CUST-00112,2023-10-06 00:00:00,DELIVERED,NCR,Cash on Delivery,True,True
ORD-00427,CUST-00171,2022-12-19 00:00:00,RETURNED,WEST,Debit Card,True,True
ORD-00428,CUST-00159,2024-03-22 00:00:00,RETURNED,NCR,Cash on Delivery,True,True
ORD-00429,CUST-00382,2020-11-19 00:00:00,RETURNED,NCR,Net Banking,True,True
ORD-00430,CUST-00126,2020-10-13 00:00:00,PLACED,NORTH,Debit Card,True,True
ORD-00431,CUST-00380,2022-12-15 00:00:00,CANCELLED,SOUTH,Cash on Delivery,True,True
ORD-00432,CUST-00009,2026-07-26 00:00:00,RETURNED,WEST,Net Banking,True,True
ORD-00433,CUST-00437,2023-10-02 00:00:00,RETURNED,EAST,UPI,True,True
ORD-00434,CUST-00146,2023-10-02 00:00:00,SHIPPED,WEST,UPI,True,True
ORD-00435,CUST-00299,2021-12-13 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00436,CUST-00361,2023-09-04 00:00:00,DELIVERED,CENTRAL,Credit Card,True,True
ORD-00437,CUST-00415,2020-08-11 00:00:00,CANCELLED,CENTRAL,Credit Card,True,True
ORD-00438,CUST-00076,2026-08-10 00:01:11,SHIPPED,EAST,Debit Card,True,True
ORD-00439,CUST-00276,2020-02-19 00:00:00,CANCELLED,SOUTH,Net Banking,True,True
ORD-00440,CUST-00116,2024-12-17 00:00:00,CANCELLED,SOUTH,Net Banking,True,True
ORD-00441,,2022-03-05 00:00:00,RETURNED,NCR,Net Banking,False,False
ORD-00442,CUST-00019,2022-04-01 00:00:00,CANCELLED,CENTRAL,Cash on Delivery,True,True
ORD-00443,CUST-00187,2026-08-10 00:01:11,DELIVERED,EAST,Cash on Delivery,True,True
ORD-00444,CUST-00063,2025-07-25 00:00:00,CANCELLED,WEST,Net Banking,True,True
ORD-00445,CUST-00261,2026-08-10 00:01:11,RETURNED,NORTH,Credit Card,True,True
ORD-00446,CUST-00426,2024-06-20 00:00:00,RETURNED,CENTRAL,Credit Card,True,True
ORD-00447,CUST-00128,2025-03-14 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00448,CUST-00063,2022-05-08 00:00:00,DELIVERED,NCR,Credit Card,True,True
ORD-00449,CUST-00405,2025-12-22 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00450,CUST-00377,2020-06-01 00:00:00,RETURNED,SOUTH,Net Banking,True,True
ORD-00451,CUST-00093,2021-08-13 00:00:00,DELIVERED,EAST,UPI,True,True
ORD-00452,CUST-00182,2021-12-25 00:00:00,DELIVERED,CENTRAL,Cash on Delivery,True,True
ORD-00453,CUST-00492,2023-07-19 00:00:00,RETURNED,WEST,UPI,True,True
ORD-00454,CUST-00041,2023-01-03 00:00:00,RETURNED,EAST,Credit Card,True,True
ORD-00455,CUST-00479,2022-08-14 00:00:00,DELIVERED,NCR,Credit Card,True,True
ORD-00456,CUST-00213,2025-03-04 00:00:00,PLACED,EAST,Debit Card,True,True
ORD-00457,CUST-00015,2026-08-10 00:01:11,SHIPPED,WEST,Cash on Delivery,True,True
ORD-00458,CUST-00320,2025-02-17 00:00:00,CANCELLED,SOUTH,Debit Card,True,True
ORD-00459,CUST-00092,2020-10-16 00:00:00,DELIVERED,EAST,Debit Card,True,True
ORD-00460,CUST-00270,2025-08-11 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00461,,2021-03-15 00:00:00,DELIVERED,SOUTH,Cash on Delivery,False,False
ORD-00462,CUST-00116,2022-07-30 00:00:00,CANCELLED,SOUTH,Debit Card,True,True
ORD-00463,CUST-00257,2023-11-02 00:00:00,PLACED,CENTRAL,Cash on Delivery,True,True
ORD-00464,CUST-00015,2026-04-17 00:00:00,RETURNED,CENTRAL,Credit Card,True,True
ORD-00465,CUST-00311,2024-03-18 00:00:00,RETURNED,EAST,Debit Card,True,True
ORD-00466,CUST-00171,2020-10-13 00:00:00,PLACED,CENTRAL,Credit Card,True,True
ORD-00467,CUST-00093,2026-08-02 00:00:00,SHIPPED,WEST,Debit Card,True,True
ORD-00468,CUST-00026,2025-08-02 00:00:00,CANCELLED,NCR,Credit Card,True,True
ORD-00469,CUST-00211,2025-07-07 00:00:00,RETURNED,WEST,Cash on Delivery,True,True
ORD-00470,CUST-00061,2024-05-27 00:00:00,PLACED,CENTRAL,UPI,True,True
ORD-00471,CUST-00279,2025-08-31 00:00:00,DELIVERED,SOUTH,UPI,True,True
ORD-00472,CUST-00332,2024-10-26 00:00:00,CANCELLED,EAST,Credit Card,True,True
ORD-00473,CUST-00394,2023-06-18 00:00:00,SHIPPED,NORTH,Cash on Delivery,True,True
ORD-00474,CUST-00280,2023-08-01 00:00:00,DELIVERED,EAST,Net Banking,True,True
ORD-00475,CUST-00467,2025-10-29 00:00:00,PLACED,NCR,Debit Card,True,True
ORD-00476,CUST-00367,2022-12-05 00:00:00,PLACED,CENTRAL,Debit Card,True,True
ORD-00477,CUST-00342,2025-02-16 00:00:00,PLACED,CENTRAL,Net Banking,True,True
ORD-00478,CUST-00265,2022-08-30 00:00:00,SHIPPED,NORTH,UPI,True,True
ORD-00479,CUST-00371,2023-11-25 00:00:00,DELIVERED,NORTH,Debit Card,True,True
ORD-00480,CUST-00022,2022-10-12 00:00:00,SHIPPED,WEST,Credit Card,True,True
ORD-00480,,2026-08-10 00:01:11,PLACED,SOUTH,Credit Card,False,False
ORD-00482,CUST-00352,2025-09-04 00:00:00,RETURNED,WEST,Credit Card,True,True
ORD-00483,CUST-00086,2026-08-10 00:01:11,CANCELLED,CENTRAL,Cash on Delivery,True,True
ORD-00484,CUST-00246,2026-08-10 00:01:11,CANCELLED,CENTRAL,UPI,True,True
ORD-00485,CUST-00411,2021-07-21 00:00:00,PLACED,EAST,Net Banking,True,True
ORD-00486,CUST-00099,2022-03-04 00:00:00,SHIPPED,EAST,Cash on Delivery,True,True
ORD-00487,CUST-00063,2020-12-30 00:00:00,CANCELLED,NORTH,Net Banking,True,True
ORD-00488,CUST-00436,2025-02-10 00:00:00,SHIPPED,SOUTH,Net Banking,True,True
ORD-00489,CUST-00078,2023-09-11 00:00:00,PLACED,CENTRAL,Credit Card,True,True
ORD-00490,CUST-00086,2025-01-24 00:00:00,SHIPPED,EAST,Net Banking,True,True
ORD-00470,CUST-00115,2024-10-17 00:00:00,DELIVERED,SOUTH,UPI,True,True
ORD-00492,CUST-00334,2025-09-23 00:00:00,CANCELLED,EAST,Debit Card,True,True
ORD-00493,CUST-00194,2023-07-24 00:00:00,DELIVERED,SOUTH,Credit Card,True,True
ORD-00494,CUST-00062,2020-01-25 00:00:00,SHIPPED,CENTRAL,Cash on Delivery,True,True
ORD-00495,CUST-00136,2022-11-17 00:00:00,PLACED,NORTH,Cash on Delivery,True,True
ORD-00496,CUST-00473,2025-01-31 00:00:00,DELIVERED,NCR,Net Banking,True,True
ORD-00497,CUST-00094,2026-08-10 00:01:11,DELIVERED,NCR,Debit Card,True,True
ORD-00498,CUST-00282,2024-06-05 00:00:00,DELIVERED,WEST,UPI,True,True
ORD-00499,CUST-00169,2024-11-27 00:00:00,CANCELLED,SOUTH,Cash on Delivery,True,True
ORD-00500,CUST-00182,2023-06-06 00:00:00,SHIPPED,SOUTH,Debit Card,True,True
ORD-00501,,2022-11-21 00:00:00,PLACED,NCR,UPI,False,False
ORD-00502,CUST-00350,2026-08-10 00:01:11,SHIPPED,CENTRAL,UPI,True,True
ORD-00503,CUST-00109,2021-02-02 00:00:00,RETURNED,EAST,Cash on Delivery,True,True
ORD-00504,CUST-00006,2020-06-07 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00505,CUST-00386,2024-07-04 00:00:00,DELIVERED,NCR,Credit Card,True,True
ORD-00506,CUST-00450,2020-03-08 00:00:00,CANCELLED,NORTH,Cash on Delivery,True,True
ORD-00507,CUST-00229,2021-11-09 00:00:00,PLACED,NCR,Net Banking,True,True
ORD-00508,CUST-00351,2021-07-28 00:00:00,RETURNED,CENTRAL,Cash on Delivery,True,True
ORD-00509,CUST-00375,2026-08-10 00:01:11,PLACED,WEST,UPI,True,True
ORD-00510,CUST-00264,2023-10-17 00:00:00,PLACED,NORTH,UPI,True,True
ORD-00511,CUST-00118,2026-06-24 00:00:00,PLACED,SOUTH,Cash on Delivery,True,True
ORD-00512,CUST-00208,2021-11-01 00:00:00,PLACED,WEST,Credit Card,True,True
ORD-00513,CUST-00049,2026-08-10 00:01:11,SHIPPED,WEST,Net Banking,True,True
ORD-00514,CUST-00452,2020-10-02 00:00:00,DELIVERED,NCR,Credit Card,True,True
ORD-00515,CUST-00271,2023-05-17 00:00:00,PLACED,CENTRAL,Cash on Delivery,True,True
ORD-00516,CUST-00120,2022-07-12 00:00:00,RETURNED,WEST,Net Banking,True,True
ORD-00517,CUST-00428,2024-10-08 00:00:00,PLACED,NCR,Credit Card,True,True
ORD-00518,CUST-00156,2025-08-28 00:00:00,CANCELLED,WEST,Credit Card,True,True
ORD-00519,CUST-00322,2020-09-27 00:00:00,PLACED,WEST,Cash on Delivery,True,True
ORD-00520,CUST-00054,2021-11-21 00:00:00,RETURNED,EAST,Cash on Delivery,True,True
ORD-00521,,2025-02-01 00:00:00,DELIVERED,NORTH,Net Banking,False,False
ORD-00522,CUST-00439,2021-06-23 00:00:00,CANCELLED,WEST,UPI,True,True
ORD-00523,CUST-00271,2025-11-26 00:00:00,DELIVERED,WEST,Net Banking,True,True
ORD-00524,CUST-00054,2024-11-15 00:00:00,PLACED,NCR,Credit Card,True,True
ORD-00525,CUST-00234,2021-08-31 00:00:00,DELIVERED,NCR,Credit Card,True,True
ORD-00526,CUST-00113,2021-04-29 00:00:00,PLACED,SOUTH,Debit Card,True,True
ORD-00527,CUST-00005,2021-06-23 00:00:00,DELIVERED,NORTH,Credit Card,True,True
ORD-00528,CUST-00213,2023-12-18 00:00:00,SHIPPED,NORTH,Cash on Delivery,True,True
ORD-00529,CUST-00186,2026-08-10 00:01:11,RETURNED,WEST,Debit Card,True,True
ORD-00530,CUST-00384,2026-08-10 00:01:11,PLACED,EAST,Credit Card,True,True
ORD-00531,CUST-00297,2021-02-03 00:00:00,RETURNED,CENTRAL,Net Banking,True,True
ORD-00532,CUST-00089,2026-08-10 00:01:11,RETURNED,WEST,UPI,True,True
ORD-00533,CUST-00301,2026-02-20 00:00:00,SHIPPED,EAST,Cash on Delivery,True,True
ORD-00534,CUST-00404,2021-10-14 00:00:00,SHIPPED,WEST,Cash on Delivery,True,True
ORD-00535,CUST-00192,2021-09-14 00:00:00,RETURNED,NORTH,Credit Card,True,True
ORD-00536,CUST-00245,2025-09-08 00:00:00,RETURNED,NORTH,UPI,True,True
ORD-00537,CUST-00190,2026-08-10 00:01:11,RETURNED,WEST,Credit Card,True,True
ORD-00538,CUST-00099,2022-07-04 00:00:00,PLACED,CENTRAL,UPI,True,True
ORD-00539,CUST-00009,2024-09-19 00:00:00,RETURNED,SOUTH,UPI,True,True
ORD-00540,CUST-00293,2023-11-24 00:00:00,SHIPPED,SOUTH,Credit Card,True,True
ORD-00540,,2021-08-20 00:00:00,RETURNED,EAST,UPI,False,False
ORD-00542,CUST-00124,2026-08-10 00:01:11,SHIPPED,EAST,UPI,True,True
ORD-00543,CUST-00336,2025-07-18 00:00:00,PLACED,SOUTH,Net Banking,True,True
ORD-00544,CUST-00437,2026-08-10 00:01:11,PLACED,SOUTH,Debit Card,True,True
ORD-00545,CUST-00323,2020-02-26 00:00:00,CANCELLED,EAST,UPI,True,True
ORD-00546,CUST-00282,2026-08-10 00:01:11,DELIVERED,SOUTH,Net Banking,True,True
ORD-00547,CUST-00350,2024-05-28 00:00:00,SHIPPED,CENTRAL,Net Banking,True,True
ORD-00548,CUST-00141,2023-05-22 00:00:00,DELIVERED,SOUTH,Debit Card,True,True
ORD-00549,CUST-00127,2026-08-10 00:01:11,SHIPPED,NCR,Credit Card,True,True
ORD-00550,CUST-00362,2026-08-10 00:01:11,DELIVERED,EAST,Credit Card,True,True
ORD-00551,CUST-00099,2021-06-05 00:00:00,PLACED,WEST,Debit Card,True,True
ORD-00552,CUST-00014,2024-06-02 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00553,CUST-00278,2023-12-22 00:00:00,RETURNED,NORTH,Debit Card,True,True
ORD-00554,CUST-00169,2025-03-09 00:00:00,RETURNED,NORTH,Credit Card,True,True
ORD-00555,CUST-00446,2026-08-10 00:01:11,RETURNED,SOUTH,UPI,True,True
ORD-00556,CUST-00262,2023-08-06 00:00:00,PLACED,EAST,Cash on Delivery,True,True
ORD-00557,CUST-00405,2026-08-10 00:01:11,SHIPPED,SOUTH,Debit Card,True,True
ORD-00558,CUST-00494,2021-04-30 00:00:00,PLACED,SOUTH,Net Banking,True,True
ORD-00559,CUST-00189,2026-08-10 00:01:11,SHIPPED,NCR,UPI,True,True
ORD-00560,CUST-00373,2020-07-20 00:00:00,SHIPPED,NCR,Debit Card,True,True
ORD-00481,,2026-08-10 00:01:11,PLACED,CENTRAL,Credit Card,False,False
ORD-00562,CUST-00435,2025-02-19 00:00:00,DELIVERED,EAST,Credit Card,True,True
ORD-00563,CUST-00307,2022-11-17 00:00:00,CANCELLED,CENTRAL,Debit Card,True,True
ORD-00564,CUST-00467,2023-12-21 00:00:00,DELIVERED,SOUTH,Cash on Delivery,True,True
ORD-00565,CUST-00159,2022-02-22 00:00:00,PLACED,SOUTH,Credit Card,True,True
ORD-00566,CUST-00383,2023-09-28 00:00:00,PLACED,SOUTH,UPI,True,True
ORD-00567,CUST-00441,2026-08-10 00:00:00,RETURNED,WEST,Credit Card,True,True
ORD-00568,CUST-00381,2024-06-05 00:00:00,RETURNED,NCR,Cash on Delivery,True,True
ORD-00569,CUST-00221,2026-05-10 00:00:00,CANCELLED,EAST,UPI,True,True
ORD-00570,CUST-00165,2026-05-16 00:00:00,SHIPPED,SOUTH,Debit Card,True,True
ORD-00571,CUST-00149,2020-02-26 00:00:00,CANCELLED,SOUTH,Credit Card,True,True
ORD-00572,CUST-00289,2022-01-06 00:00:00,DELIVERED,NORTH,Net Banking,True,True
ORD-00573,CUST-00150,2026-02-24 00:00:00,PLACED,NORTH,UPI,True,True
ORD-00574,CUST-00321,2026-08-10 00:01:11,DELIVERED,CENTRAL,Credit Card,True,True
ORD-00575,CUST-00297,2024-11-24 00:00:00,CANCELLED,NORTH,Debit Card,True,True
ORD-00576,CUST-00070,2020-03-17 00:00:00,SHIPPED,WEST,UPI,True,True
