item_id,order_id,product_id,quantity,unit_price,discount_percent
524,ORD-00640,PROD-00024,3,1969.12,23.31
525,ORD-00256,PROD-00192,5,1556.59,4.43
526,ORD-00598,PROD-00084,4,934.31,17.02
527,ORD-00847,PROD-00145,6,605.03,43.07
528,ORD-00948,PROD-00088,4,2120.6,43.88
529,ORD-00782,PROD-00113,4,118.89,37.67
530,ORD-00699,PROD-00109,3,345.69,38.25
531,ORD-01408,PROD-00069,2,140.58,23.13
532,ORD-00042,PROD-00240,3,2289.05,33.19
533,ORD-00278,PROD-00275,3,909.47,0.63
534,ORD-00514,PROD-00281,6,445.72,42.64
535,ORD-00499,PROD-00168,2,1164.71,23.99
536,ORD-01022,PROD-00300,6,818.6,6.8
537,ORD-01044,PROD-00036,6,238.16,31.84
538,ORD-00347,PROD-00273,5,2188.67,33.65
539,ORD-00989,PROD-00269,1,2000.46,27.16
540,ORD-00738,PROD-00090,5,2470.04,7.76
541,ORD-00668,PROD-00047,1,2086.2,27.13
542,ORD-00449,PROD-00056,3,2174.83,33.93
543,ORD-00266,PROD-00152,2,1538.88,2.06
544,ORD-00931,PROD-00032,7,1856.51,23.42
545,ORD-00335,PROD-00116,-3,445.91,10.54
546,ORD-00914,PROD-00155,7,534.6,12.3
547,ORD-00530,PROD-00100,6,72.3,31.74
548,ORD-01158,PROD-00251,2,1170.88,5.74
549,ORD-00819,PROD-00136,2,742.47,36.43
550,ORD-00406,PROD-00104,2,2103.93,25.42
551,ORD-00436,PROD-00203,0,1538.97,1.01
552,ORD-00161,PROD-00158,1,1880.07,26.97
553,ORD-00253,PROD-00183,3,1198.37,18.04
554,ORD-00694,PROD-00157,5,590.3,3.26
555,ORD-00395,PROD-00044,4,2392.89,9.49
556,ORD-00772,PROD-00185,6,2097.86,7.41
557,ORD-00758,PROD-00226,6,565.69,9.58
558,ORD-00660,PROD-00145,7,311.38,42.59
559,ORD-00754,PROD-00292,1,1499.69,3.57
560,ORD-00564,PROD-00017,4,1281.62,44.08
561,ORD-01105,PROD-00019,4,2114.94,20.09
562,ORD-00029,PROD-00234,5,1414.32,16.94
563,ORD-01430,PROD-00039,1,166.7,13.8
564,ORD-00163,PROD-00032,2,2317.45,35.27
565,ORD-00594,PROD-00280,3,1214.67,15.29
566,ORD-00632,PROD-00256,3,129.2,36.54
567,ORD-01127,PROD-00095,1,1939.04,37.02
568,ORD-00934,PROD-00062,6,2219.2,8.36
569,ORD-00277,PROD-00106,1,1142.77,31.43
570,ORD-00224,PROD-00223,1,1365.23,39.96
571,ORD-00245,PROD-00218,2,147.99,0.96
572,ORD-00058,PROD-00088,6,1430.05,22.33
573,ORD-00969,PROD-00226,5,2072.12,27.32
574,ORD-01017,PROD-00274,5,26.54,20.33
575,ORD-01403,PROD-00052,1,2160.88,29.84
576,ORD-00770,PROD-00139,4,2325.42,3.55
577,ORD-00263,PROD-00124,3,1778.93,41.62
578,ORD-00797,PROD-00118,5,736.21,39.59
579,ORD-00015,PROD-00206,-2,2198.39,25.88
580,ORD-00082,PROD-00096,5,1761.04,40.35
581,ORD-00682,PROD-00133,6,320.74,5.1
582,ORD-00358,PROD-00252,5,264.01,6.74
583,ORD-00364,PROD-00274,6,1305.96,43.17
584,ORD-00754,PROD-00269,6,1386.78,34.12
585,ORD-01338,PROD-00280,4,190.97,5.1
586,ORD-00190,PROD-00168,4,845.8,9.06
587,ORD-00268,PROD-00206,5,2002.39,19.57
588,ORD-01091,PROD-00007,4,2135.12,20.02
589,ORD-01262,PROD-00236,6,419.36,44.3
590,ORD-00488,PROD-00019,1,842.98,6.56
591,ORD-00546,PROD-00144,1,2204.7,20.7
592,ORD-00415,PROD-00027,1,1729.63,7.62
593,ORD-01299,PROD-00208,4,2029.47,7.86
594,ORD-00208,PROD-00291,7,842.72,22.98
595,ORD-00610,PROD-00001,5,1944.75,20.76
596,ORD-00946,PROD-00061,2,1150.8,19.58
597,ORD-00391,PROD-00045,3,747.18,10.7
598,ORD-00967,PROD-00152,5,1358.49,13.52
599,ORD-01160,PROD-00284,3,1964.35,25.24
600,ORD-00534,PROD-00040,7,1235.89,42.98
601,ORD-00090,PROD-99999,2,2017.91,142.0
602,ORD-00780,PROD-00194,6,463.82,16.45
603,ORD-00064,PROD-00094,4,2208.56,1.46
604,ORD-00780,PROD-00222,1,1358.48,16.21
605,ORD-00138,PROD-00070,1,136.1,25.95
606,ORD-01426,PROD-00029,0,697.9,4.57
607,ORD-01335,PROD-00205,1,50.09,43.58
608,ORD-00117,PROD-00043,6,2335.27,14.4
609,ORD-00368,PROD-00188,6,252.76,7.05
610,ORD-01116,PROD-00279,6,2216.09,25.94
611,ORD-00600,PROD-00061,5,2048.35,11.72
612,ORD-01247,PROD-00089,2,558.12,35.0
613,ORD-00069,PROD-00007,-5,1613.21,9.85
614,ORD-00545,PROD-00292,6,1598.93,1.44
615,ORD-00660,PROD-00217,6,2490.47,3.98
616,ORD-00945,PROD-00086,5,1491.0,19.41
617,ORD-00775,PROD-00255,3,1891.76,31.66
618,ORD-01433,PROD-00290,1,2245.5,36.6
619,ORD-01343,PROD-00012,6,1631.63,28.14
620,ORD-00396,PROD-00202,7,1162.19,32.12
621,ORD-01315,PROD-00004,1,173.23,19.39
622,ORD-00600,PROD-00001,5,2117.05,14.13
623,ORD-00070,PROD-00202,3,1100.99,42.65
624,ORD-00851,PROD-00284,4,2304.1,43.43
625,ORD-00244,PROD-00028,5,367.54,42.32
626,ORD-99999,PROD-00138,2,1615.52,34.09
627,ORD-00423,PROD-00230,4,1233.33,23.31
628,ORD-01136,PROD-00159,7,2059.18,7.9
629,ORD-01482,PROD-00277,6,1982.72,34.44
630,ORD-01031,PROD-00144,2,42.04,24.71
631,ORD-00314,PROD-00248,7,1387.27,17.53
632,ORD-01106,PROD-00041,4,580.76,10.32
633,ORD-00552,PROD-00186,5,1301.36,27.17
634,ORD-00053,PROD-00099,6,1128.67,42.18
635,ORD-00567,PROD-00038,7,1300.02,25.28
636,ORD-00365,PROD-00167,5,833.03,3.26
637,ORD-00804,PROD-00008,5,1920.28,35.6
638,ORD-00358,PROD-00024,1,1296.26,19.91
639,ORD-00854,PROD-00246,7,947.85,39.21
640,ORD-00114,PROD-00270,4,2084.06,31.75
641,ORD-00549,PROD-00121,3,1962.24,22.97
642,ORD-00076,PROD-00236,1,948.53,28.41
643,ORD-01474,PROD-00167,6,1373.45,32.66
644,ORD-00540,PROD-00181,6,32.04,38.74
645,ORD-01485,PROD-00019,3,1203.38,29.38
646,ORD-01107,PROD-00154,1,831.12,5.28
647,ORD-00231,PROD-00042,-1,1592.04,28.68
648,ORD-01115,PROD-00043,4,1146.04,21.8
649,ORD-01246,PROD-00234,1,1538.52,17.69
650,ORD-01492,PROD-00179,5,138.36,44.47
651,ORD-01419,PROD-00195,4,1794.01,22.87
652,ORD-00176,PROD-00065,3,610.66,41.24
653,ORD-00739,PROD-00207,3,917.83,22.84
654,ORD-00319,PROD-00150,2,1723.03,21.2
655,ORD-01320,PROD-00031,5,2066.39,4.51
656,ORD-01423,PROD-00046,4,1624.09,19.72
657,ORD-00030,PROD-00123,3,2165.88,26.62
658,ORD-01400,PROD-00122,3,757.62,16.92
659,ORD-01040,PROD-00026,7,1576.91,2.79
660,ORD-01210,PROD-00296,5,1100.07,27.3
661,ORD-00396,PROD-00213,0,663.57,35.3
662,ORD-00232,PROD-00206,6,510.62,27.52
663,ORD-00505,PROD-00148,6,1231.75,14.0
664,ORD-00542,PROD-00027,7,1297.72,4.48
665,ORD-01105,PROD-00186,3,1280.37,26.98
666,ORD-00400,PROD-00082,1,219.33,42.1
667,ORD-01338,PROD-00194,7,982.0,36.92
668,ORD-00750,PROD-00250,4,463.63,15.16
669,ORD-00857,PROD-00042,1,329.33,16.88
670,ORD-00070,PROD-00100,7,1822.45,39.91
671,ORD-00593,PROD-00217,1,1650.45,11.7
672,ORD-01039,PROD-00264,1,1014.93,3.61
673,ORD-00607,PROD-00290,4,2193.11,5.06
674,ORD-01244,PROD-00165,6,2186.93,36.69
675,ORD-00703,PROD-00047,5,78.35,41.03
676,ORD-00335,PROD-00202,7,1150.11,28.02
677,ORD-00194,PROD-00074,3,951.46,26.7
678,ORD-00004,PROD-00105,5,1151.53,7.78
679,ORD-00050,PROD-00197,5,318.75,22.23
680,ORD-01171,PROD-00011,2,464.13,6.52
681,ORD-00513,PROD-00212,-2,2202.67,38.75
682,ORD-00496,PROD-00001,3,1124.08,42.69
683,ORD-00707,PROD-00298,7,1830.39,44.35
684,ORD-01142,PROD-00277,3,1294.05,31.75
685,ORD-00759,PROD-00238,4,1842.87,32.71
686,ORD-00789,PROD-00136,6,239.7,44.03
687,ORD-00692,PROD-00016,7,2487.04,12.44
688,ORD-00828,PROD-00069,2,976.45,13.3
689,ORD-00776,PROD-00047,4,358.8,14.06
690,ORD-00757,PROD-00021,7,749.72,25.11
691,ORD-01293,PROD-00230,4,968.21,36.48
692,ORD-01446,PROD-00039,6,576.54,3.21
693,ORD-01217,PROD-00092,6,515.62,38.81
694,ORD-00409,PROD-00188,3,1711.34,17.04
695,ORD-00445,PROD-00289,7,1536.66,6.71
696,ORD-00408,PROD-00031,1,646.21,10.27
697,ORD-01189,PROD-00180,3,1682.36,12.4
698,ORD-00348,PROD-00255,3,1408.14,21.93
699,ORD-00081,PROD-00089,5,986.14,3.51
700,ORD-00943,PROD-00057,2,804.64,14.3
701,ORD-00772,PROD-99999,1,1261.83,43.84
702,ORD-00906,PROD-00199,6,264.61,34.3
703,ORD-00645,PROD-00157,7,405.65,42.79
704,ORD-01463,PROD-00169,4,1103.21,4.76
705,ORD-00059,PROD-00213,7,1982.91,2.13
706,ORD-00597,PROD-00197,3,1200.49,23.4
707,ORD-01167,PROD-00203,2,1224.68,9.49
708,ORD-00882,PROD-00094,7,2327.02,27.68
709,ORD-00372,PROD-00015,5,1937.05,44.93
710,ORD-01356,PROD-00171,2,773.19,27.65
711,ORD-00881,PROD-00166,2,1724.0,28.25
712,ORD-01327,PROD-00140,2,738.31,24.65
713,ORD-01200,PROD-00281,1,760.63,23.23
714,ORD-00590,PROD-00032,3,1776.32,23.63
715,ORD-01308,PROD-00180,-1,566.59,9.48
716,ORD-01498,PROD-00219,0,1770.8,13.9
717,ORD-00935,PROD-00143,7,1503.5,38.22
718,ORD-00903,PROD-00294,3,1033.14,20.44
719,ORD-01371,PROD-00114,6,607.69,38.55
720,ORD-00479,PROD-00280,1,1675.55,43.36
721,ORD-01334,PROD-00004,4,915.24,5.08
722,ORD-00393,PROD-00134,5,396.07,40.64
723,ORD-00761,PROD-00253,2,626.02,16.64
724,ORD-01296,PROD-00213,6,451.54,38.37
725,ORD-00174,PROD-00049,2,358.76,8.5
726,ORD-00689,PROD-00172,3,2164.26,38.57
727,ORD-00251,PROD-00181,5,2273.89,44.4
728,ORD-01238,PROD-00078,2,337.94,24.48
729,ORD-01071,PROD-00257,6,82.43,12.24
730,ORD-00223,PROD-00109,7,723.36,24.56
731,ORD-00062,PROD-00109,4,335.12,36.18
732,ORD-00596,PROD-00027,6,1529.87,13.07
733,ORD-00191,PROD-00236,3,1655.95,42.34
734,ORD-01383,PROD-00093,6,1869.15,28.13
735,ORD-00740,PROD-00209,4,697.13,28.48
736,ORD-00616,PROD-00061,2,2478.92,10.2
737,ORD-00725,PROD-00195,5,2169.67,12.26
738,ORD-01289,PROD-00066,1,836.28,41.87
739,ORD-01448,PROD-00033,4,579.46,26.83
740,ORD-00412,PROD-00119,1,130.4,1.67
741,ORD-00324,PROD-00062,3,1092.84,14.94
742,ORD-01372,PROD-00086,6,874.25,16.17
743,ORD-00777,PROD-00014,5,1347.45,16.81
744,ORD-00365,PROD-00107,6,839.7,28.25
745,ORD-01196,PROD-00100,6,2298.44,8.98
746,ORD-01349,PROD-00192,1,2028.12,5.03
747,ORD-00415,PROD-00152,7,1623.12,41.55
748,ORD-00490,PROD-00201,5,1771.63,23.61
749,ORD-01146,PROD-00194,-2,234.9,30.54
750,ORD-00216,PROD-00221,3,131.02,21.66
751,ORD-99999,PROD-00123,7,1119.38,120.96
752,ORD-00013,PROD-00143,4,2059.86,32.2
753,ORD-00567,PROD-00217,3,1670.18,20.83
754,ORD-01388,PROD-00177,4,226.03,26.33
755,ORD-01415,PROD-00169,2,806.03,31.22
756,ORD-00971,PROD-00051,2,1331.83,11.74
757,ORD-00595,PROD-00174,5,261.03,24.26
758,ORD-00504,PROD-00007,1,600.3,43.44
759,ORD-00338,PROD-00045,5,2055.93,5.53
760,ORD-00540,PROD-00028,4,2301.02,41.96
761,ORD-00450,PROD-00151,2,1500.51,27.79
762,ORD-01478,PROD-00071,5,1486.53,34.82
763,ORD-00875,PROD-00189,5,2333.84,32.37
764,ORD-01347,PROD-00081,5,1481.87,42.5
765,ORD-01073,PROD-00100,5,375.86,15.38
766,ORD-00199,PROD-00148,7,844.19,40.69
767,ORD-00737,PROD-00029,2,981.97,14.62
768,ORD-00242,PROD-00082,6,979.13,26.82
769,ORD-00138,PROD-00001,4,1307.58,14.55
770,ORD-01026,PROD-00094,3,329.19,32.43
771,ORD-00569,PROD-00242,0,2463.38,18.59
772,ORD-01372,PROD-00226,7,1224.1,36.22
773,ORD-00242,PROD-00190,7,1471.7,21.48
774,ORD-00136,PROD-00165,6,1991.06,28.55
775,ORD-01284,PROD-00095,4,2058.55,1.39
776,ORD-01148,PROD-00070,1,1139.66,3.36
777,ORD-00264,PROD-00050,7,162.14,44.37
778,ORD-00980,PROD-00200,6,1534.84,28.72
779,ORD-01259,PROD-00159,4,2416.52,41.19
780,ORD-00008,PROD-00210,1,551.87,4.62
781,ORD-00900,PROD-00145,5,1308.67,7.65
782,ORD-01333,PROD-00113,5,2075.19,39.17
783,ORD-00095,PROD-00112,-5,2164.84,21.51
784,ORD-00186,PROD-00211,7,1410.44,38.81
785,ORD-01273,PROD-00154,4,1873.77,31.39
786,ORD-00948,PROD-00006,6,1890.88,28.53
787,ORD-01408,PROD-00280,4,2214.06,11.69
788,ORD-01346,PROD-00045,5,1560.95,13.4
789,ORD-00953,PROD-00203,3,1064.25,38.02
790,ORD-01195,PROD-00142,4,1504.18,0.7
791,ORD-00519,PROD-00111,3,1482.78,42.32
792,ORD-00755,PROD-00094,7,1122.81,8.11
793,ORD-00959,PROD-00025,4,742.57,25.79
794,ORD-00470,PROD-00060,5,348.21,28.24
795,ORD-01423,PROD-00134,3,2238.63,30.43
796,ORD-01373,PROD-00192,6,609.19,2.76
797,ORD-01362,PROD-00261,4,119.19,9.69
798,ORD-00474,PROD-00235,6,2216.2,37.54
799,ORD-00427,PROD-00133,4,397.11,6.64
800,ORD-00897,PROD-00011,7,852.81,18.93
801,ORD-00498,PROD-99999,5,1327.65,23.18
802,ORD-00854,PROD-00076,1,201.8,7.06
803,ORD-00819,PROD-00138,4,1484.25,11.55
804,ORD-00265,PROD-00108,4,1454.29,1.45
805,ORD-00835,PROD-00248,6,634.51,16.02
806,ORD-01154,PROD-00293,7,630.35,20.78
807,ORD-00716,PROD-00122,1,1424.38,15.45
808,ORD-00859,PROD-00254,6,646.17,16.23
809,ORD-00252,PROD-00062,4,971.37,0.81
810,ORD-01308,PROD-00160,7,2220.57,41.19
811,ORD-00164,PROD-00143,6,101.84,16.66
812,ORD-00274,PROD-00099,1,2372.34,17.66
813,ORD-00905,PROD-00287,7,1443.78,37.08
814,ORD-01480,PROD-00298,1,1295.07,4.29
815,ORD-01231,PROD-00113,7,1911.86,29.68
816,ORD-01145,PROD-00266,3,273.87,8.8
817,ORD-01174,PROD-00276,-2,1579.11,21.85
818,ORD-00577,PROD-00287,5,564.67,7.4
819,ORD-00228,PROD-00158,5,1566.07,26.82
820,ORD-00028,PROD-00040,2,2459.11,17.27
821,ORD-01276,PROD-00138,2,1021.09,9.71
822,ORD-01476,PROD-00098,1,506.0,40.66
823,ORD-00299,PROD-00041,1,240.95,1.44
824,ORD-00865,PROD-00064,1,2211.57,23.29
825,ORD-01472,PROD-00016,3,1775.01,32.0
826,ORD-01479,PROD-00196,0,641.27,23.41
827,ORD-01440,PROD-00152,5,1483.19,19.65
828,ORD-01299,PROD-00185,5,1874.62,44.62
829,ORD-00708,PROD-00183,2,1190.35,18.93
830,ORD-00953,PROD-00252,5,1928.75,19.37
831,ORD-00300,PROD-00285,1,1603.55,25.84
832,ORD-00038,PROD-00098,2,646.77,35.42
833,ORD-01416,PROD-00047,5,1960.03,37.88
834,ORD-00367,PROD-00206,5,2144.15,21.45
835,ORD-00854,PROD-00292,1,752.85,25.71
836,ORD-01117,PROD-00156,4,1011.21,2.82
837,ORD-01468,PROD-00197,1,102.58,21.53
838,ORD-01499,PROD-00259,6,1774.89,20.77
839,ORD-00952,PROD-00198,7,200.97,29.65
840,ORD-00387,PROD-00088,5,234.11,24.29
841,ORD-00448,PROD-00298,1,736.14,44.82
842,ORD-00786,PROD-00250,2,2436.31,32.89
843,ORD-01010,PROD-00039,3,1044.8,26.45
844,ORD-00960,PROD-00275,6,531.01,10.29
845,ORD-01243,PROD-00081,6,1944.81,3.39
846,ORD-00831,PROD-00251,4,2167.51,27.04
847,ORD-00753,PROD-00226,5,115.52,7.6
848,ORD-00831,PROD-00030,4,1208.74,10.49
849,ORD-00829,PROD-00265,5,863.71,21.69
850,ORD-01356,PROD-00159,6,2479.45,14.54
851,ORD-01163,PROD-00096,-3,2471.73,10.81
852,ORD-00159,PROD-00295,2,1730.81,28.32
853,ORD-00087,PROD-00160,3,576.56,8.79
854,ORD-00021,PROD-00117,6,174.17,17.59
855,ORD-00193,PROD-00174,5,1442.41,26.86
856,ORD-00177,PROD-00120,1,1837.12,11.21
857,ORD-01428,PROD-00160,7,1610.88,10.37
858,ORD-01447,PROD-00067,4,1671.08,4.27
859,ORD-00272,PROD-00195,4,1188.64,43.4
860,ORD-00445,PROD-00129,3,148.48,23.89
861,ORD-01338,PROD-00159,1,1954.15,1.75
862,ORD-00134,PROD-00213,7,1996.84,19.7
863,ORD-01418,PROD-00167,6,1767.56,26.91
864,ORD-00574,PROD-00067,3,2137.9,12.97
865,ORD-00295,PROD-00084,3,788.0,9.98
866,ORD-01333,PROD-00027,3,415.33,43.57
867,ORD-00625,PROD-00097,4,2115.48,12.43
868,ORD-01336,PROD-00265,1,1344.86,36.47
869,ORD-00553,PROD-00292,4,2312.37,0.23
870,ORD-01046,PROD-00233,2,2238.54,17.79
871,ORD-00834,PROD-00164,2,714.74,24.68
872,ORD-01067,PROD-00007,4,1461.73,15.46
873,ORD-00549,PROD-00196,2,416.03,43.6
874,ORD-00818,PROD-00121,1,476.86,25.61
875,ORD-00037,PROD-00278,3,175.44,39.97
876,ORD-99999,PROD-00079,3,1701.64,11.32
877,ORD-00207,PROD-00067,5,921.55,20.1
878,ORD-00899,PROD-00164,4,67.49,31.35
879,ORD-00753,PROD-00231,6,1256.6,15.96
880,ORD-00109,PROD-00067,6,213.35,27.44
881,ORD-00348,PROD-00113,0,1976.71,6.87
882,ORD-00677,PROD-00168,7,1909.95,44.8
883,ORD-00191,PROD-00192,6,1462.28,42.09
884,ORD-00799,PROD-00147,1,2056.95,41.95
885,ORD-00899,PROD-00082,-5,1235.38,7.58
886,ORD-01119,PROD-00034,4,1452.32,28.9
887,ORD-00939,PROD-00048,3,519.81,16.33
888,ORD-01422,PROD-00002,3,2427.8,29.31
889,ORD-00450,PROD-00265,7,1193.45,13.12
890,ORD-00083,PROD-00108,1,758.06,38.71
891,ORD-01268,PROD-00112,6,2225.79,6.86
892,ORD-00015,PROD-00249,1,196.41,38.78
893,ORD-01425,PROD-00207,6,798.47,44.54
894,ORD-00809,PROD-00098,7,767.94,37.2
895,ORD-00793,PROD-00058,7,562.87,19.62
896,ORD-00191,PROD-00167,6,2458.96,37.43
897,ORD-01247,PROD-00063,4,2368.9,9.15
898,ORD-00704,PROD-00258,1,623.79,6.24
899,ORD-00540,PROD-00252,4,1084.87,36.68
900,ORD-01428,PROD-00119,6,1052.54,36.73
901,ORD-01129,PROD-99999,3,263.46,150.66
902,ORD-01241,PROD-00053,7,2187.92,21.87
903,ORD-01240,PROD-00281,2,975.93,30.45
904,ORD-01457,PROD-00135,1,1632.09,23.6
905,ORD-00150,PROD-00262,2,1037.18,2.65
906,ORD-00311,PROD-00129,7,1284.16,6.1
907,ORD-00131,PROD-00073,3,366.33,1.81
908,ORD-01451,PROD-00292,1,1687.92,19.18
909,ORD-00482,PROD-00001,5,2010.24,21.28
910,ORD-00553,PROD-00070,1,1377.19,30.07
911,ORD-00623,PROD-00152,4,1572.68,38.14
912,ORD-00123,PROD-00142,2,368.33,34.52
913,ORD-00563,PROD-00286,7,776.05,39.89
914,ORD-00647,PROD-00056,3,465.66,14.76
915,ORD-01369,PROD-00259,5,220.64,11.27
916,ORD-00893,PROD-00239,6,673.63,17.94
917,ORD-01339,PROD-00144,6,1864.58,26.04
918,ORD-00165,PROD-00025,7,1255.57,41.13
919,ORD-00735,PROD-00036,-5,1056.08,38.06
920,ORD-01420,PROD-00104,1,669.27,43.63
921,ORD-00768,PROD-00182,3,394.5,28.32
922,ORD-00728,PROD-00040,5,2342.74,38.78
923,ORD-00130,PROD-00177,3,2046.68,34.16
924,ORD-00993,PROD-00240,1,2200.22,3.63
925,ORD-01140,PROD-00215,1,1866.41,32.55
926,ORD-01484,PROD-00185,4,691.98,7.78
927,ORD-01492,PROD-00292,4,223.27,36.71
928,ORD-00258,PROD-00029,6,917.39,36.07
929,ORD-00291,PROD-00265,4,1850.15,19.48
930,ORD-01006,PROD-00158,7,1916.47,6.2
931,ORD-00037,PROD-00282,5,1736.06,32.71
932,ORD-00405,PROD-00200,6,98.76,33.65
933,ORD-01206,PROD-00117,3,555.12,17.77
934,ORD-00539,PROD-00099,6,957.72,27.68
935,ORD-00473,PROD-00280,5,1225.05,2.99
936,ORD-00805,PROD-00213,0,1511.94,38.16
937,ORD-01080,PROD-00254,6,839.37,4.39
938,ORD-00737,PROD-00289,1,2297.48,16.94
939,ORD-00388,PROD-00293,7,307.24,11.33
940,ORD-00444,PROD-00254,7,541.27,23.05
941,ORD-00076,PROD-00044,4,943.11,4.1
942,ORD-00744,PROD-00281,6,2319.49,1.83
943,ORD-00645,PROD-00105,2,1269.08,10.4
944,ORD-00940,PROD-00017,3,1020.1,17.86
945,ORD-00916,PROD-00293,7,1523.87,2.39
946,ORD-01484,PROD-00284,4,276.15,15.21
947,ORD-00588,PROD-00228,7,941.96,44.96
948,ORD-01020,PROD-00217,3,441.31,34.18
949,ORD-00811,PROD-00281,3,1610.23,39.88
950,ORD-00553,PROD-00010,7,670.8,41.25
951,ORD-00941,PROD-00198,2,2370.05,21.02
952,ORD-00208,PROD-00294,3,2230.55,2.66
953,ORD-00865,PROD-00154,-2,1357.63,4.58
954,ORD-01112,PROD-00231,4,1926.45,44.58
955,ORD-00954,PROD-00141,6,568.28,4.29
956,ORD-00553,PROD-00079,5,123.29,22.47
957,ORD-00429,PROD-00041,2,599.57,23.1
958,ORD-00726,PROD-00177,6,2444.38,43.9
959,ORD-01429,PROD-00066,5,578.23,23.71
960,ORD-00218,PROD-00263,4,506.9,12.94
961,ORD-00908,PROD-00186,7,1690.82,38.3
962,ORD-01310,PROD-00120,2,1321.08,20.16
963,ORD-00013,PROD-00160,2,588.71,20.22
964,ORD-00751,PROD-00076,4,694.0,34.87
965,ORD-00783,PROD-00291,7,564.75,23.39
966,ORD-01067,PROD-00050,6,1851.79,35.87
967,ORD-00741,PROD-00297,5,1661.75,27.46
968,ORD-00464,PROD-00099,5,1796.78,3.73
969,ORD-00599,PROD-00087,6,2423.09,3.77
970,ORD-01139,PROD-00082,4,2255.79,36.75
971,ORD-00367,PROD-00168,7,101.64,8.05
972,ORD-01057,PROD-00027,5,2160.67,15.91
973,ORD-00873,PROD-00299,6,1956.07,7.43
974,ORD-00114,PROD-00226,3,130.93,41.67
975,ORD-00034,PROD-00256,5,1514.69,31.02
976,ORD-00940,PROD-00245,2,101.9,32.91
977,ORD-01280,PROD-00003,4,1363.28,3.05
978,ORD-00480,PROD-00059,2,2173.21,8.61
979,ORD-01273,PROD-00174,5,2079.25,9.83
980,ORD-00365,PROD-00002,3,738.78,7.18
981,ORD-00557,PROD-00068,2,1494.67,27.9
982,ORD-00667,PROD-00074,5,2372.15,20.68
983,ORD-00395,PROD-00168,7,607.35,11.74
984,ORD-01122,PROD-00187,7,1792.06,40.24
985,ORD-00752,PROD-00091,3,1470.92,14.93
986,ORD-01273,PROD-00246,7,1052.88,10.85
987,ORD-01076,PROD-00282,-4,1293.74,7.45
988,ORD-01386,PROD-00210,4,158.53,9.99
989,ORD-01450,PROD-00196,7,1936.51,40.7
990,ORD-00634,PROD-00192,5,1007.12,27.91
991,ORD-01174,PROD-00043,0,2142.46,17.94
992,ORD-01199,PROD-00123,6,326.31,15.0
993,ORD-00312,PROD-00151,3,418.06,34.43
994,ORD-00023,PROD-00138,7,1479.23,24.72
995,ORD-00246,PROD-00133,1,356.2,8.09
996,ORD-00776,PROD-00165,1,550.37,14.24
997,ORD-00126,PROD-00027,6,500.21,37.6
998,ORD-00825,PROD-00179,1,2178.18,27.95
999,ORD-00269,PROD-00248,1,188.42,27.59
1000,ORD-00132,PROD-00165,1,2137.16,6.71
1001,ORD-99999,PROD-99999,2,1156.27,4.76
1002,ORD-00738,PROD-00208,3,1649.58,32.09
1003,ORD-01412,PROD-00293,2,1975.44,19.94
1004,ORD-01111,PROD-00171,4,334.12,6.93
1005,ORD-00454,PROD-00041,5,1595.15,43.88
1006,ORD-01114,PROD-00016,2,573.26,40.55
1007,ORD-00143,PROD-00194,2,589.06,3.88
1008,ORD-01149,PROD-00161,3,1275.58,23.34
1009,ORD-01212,PROD-00179,5,1237.78,4.31
1010,ORD-00903,PROD-00070,4,2153.82,33.34
1011,ORD-01357,PROD-00260,3,524.81,16.35
1012,ORD-00928,PROD-00162,7,68.55,6.93
1013,ORD-00231,PROD-00238,5,2421.47,38.61
1014,ORD-00594,PROD-00142,2,1560.86,34.6
1015,ORD-00802,PROD-00281,6,1389.51,25.26
1016,ORD-00612,PROD-00168,5,1724.54,20.18
1017,ORD-00480,PROD-00195,6,465.43,14.51
1018,ORD-01038,PROD-00202,7,1094.32,15.83
1019,ORD-00364,PROD-00268,6,2048.55,26.17
1020,ORD-00517,PROD-00002,1,366.11,42.52
1021,ORD-00202,PROD-00094,-4,161.38,30.02
1022,ORD-01200,PROD-00044,6,1414.12,17.91
1023,ORD-00904,PROD-00049,7,2462.63,7.13
1024,ORD-00032,PROD-00066,3,1191.03,2.25
1025,ORD-01466,PROD-00072,1,758.65,39.84
1026,ORD-00765,PROD-00229,5,510.87,10.11
1027,ORD-01113,PROD-00182,7,170.74,33.25
1028,ORD-00645,PROD-00039,3,1584.45,14.98
1029,ORD-00586,PROD-00010,1,764.37,18.9
1030,ORD-01348,PROD-00204,6,1399.4,20.54
1031,ORD-01197,PROD-00161,4,2351.81,43.62
1032,ORD-00944,PROD-00082,1,895.0,27.62
1033,ORD-01365,PROD-00059,4,289.74,14.78
1034,ORD-01178,PROD-00297,7,1965.06,40.84
1035,ORD-00924,PROD-00019,1,2117.39,28.96
1036,ORD-00605,PROD-00235,5,785.69,7.39
1037,ORD-00244,PROD-00019,6,1218.39,17.73
1038,ORD-00347,PROD-00261,3,719.25,43.4
1039,ORD-00699,PROD-00275,6,1116.71,44.35
1040,ORD-01072,PROD-00289,3,2243.13,35.48
1041,ORD-01463,PROD-00075,3,1444.21,34.76
1042,ORD-01236,PROD-00247,7,1436.91,22.83
1043,ORD-00030,PROD-00044,1,2083.76,14.93
1044,ORD-01374,PROD-00206,2,244.11,35.94
1045,ORD-00100,PROD-00098,2,1888.61,15.05
