category,sales_date,daily_revenue,running_category_revenue
Books,2025-03-06,5314.72,1292747.75
Books,2025-03-14,18418.98,1311166.73
Books,2025-04-05,3866.58,1315033.31
Books,2025-04-11,6936.29,1321969.6
Books,2025-04-18,10492.05,1332461.65
Books,2025-04-19,775.39,1333237.03
Books,2025-04-29,3827.88,1337064.91
Books,2025-05-03,6886.15,1343951.06
Books,2025-05-13,12583.54,1356534.6
Books,2025-05-23,4045.41,1360580.01
Books,2025-05-25,1454.31,1362034.32
Books,2025-05-29,2771.84,1364806.16
Books,2025-06-01,1199.97,1366006.13
Books,2025-06-02,2050.25,1368056.38
Books,2025-06-05,767.82,1368824.21
Books,2025-06-06,685.75,1369509.96
Books,2025-07-01,893.0,1370402.95
Books,2025-07-07,11013.13,1381416.08
Books,2025-07-22,7891.88,1389307.96
Books,2025-07-25,7517.51,1396825.47
Books,2025-07-26,619.9,1397445.37
Books,2025-08-09,14348.1,1411793.47
Books,2025-08-11,3596.33,1415389.8
Books,2025-08-14,2291.75,1417681.55
Books,2025-08-20,527.0,1418208.55
Books,2025-08-28,7250.77,1425459.32
Books,2025-09-01,1851.75,1427311.07
Books,2025-09-12,3138.23,1430449.3
Books,2025-09-20,1203.89,1431653.19
Books,2025-09-25,13495.89,1445149.08
Books,2025-09-27,7967.14,1453116.22
Books,2025-10-06,485.98,1453602.2
Books,2025-10-09,1137.86,1454740.06
Books,2025-10-27,1826.29,1456566.36
Books,2025-11-02,5884.67,1462451.02
Books,2025-11-04,2465.9,1464916.92
Books,2025-11-05,1149.79,1466066.71
Books,2025-11-18,8825.57,1474892.28
Books,2025-11-28,3077.93,1477970.21
Books,2025-12-22,4310.73,1482280.94
Books,2025-12-30,2098.05,1484378.99
Books,2025-12-31,1049.18,1485428.16
Books,2026-01-07,4823.51,1490251.67
Books,2026-01-10,6024.86,1496276.53
Books,2026-01-20,12031.0,1508307.53
Books,2026-01-21,1742.21,1510049.74
Books,2026-02-06,7899.22,1517948.96
Books,2026-02-10,711.0,1518659.96
Books,2026-02-11,2422.39,1521082.35
Books,2026-02-20,267.85,1521350.2
Books,2026-02-23,1178.08,1522528.29
Books,2026-02-24,1229.01,1523757.3
Books,2026-02-26,1179.4,1524936.69
Books,2026-03-07,3346.87,1528283.56
Books,2026-03-21,10907.21,1539190.77
Books,2026-03-23,748.47,1539939.24
Books,2026-03-25,8302.49,1548241.73
Books,2026-03-29,3241.21,1551482.94
Books,2026-04-04,12593.52,1564076.46
Books,2026-04-06,327.38,1564403.84
Books,2026-04-13,955.28,1565359.13
Books,2026-04-23,1324.76,1566683.88
Books,2026-04-24,4399.96,1571083.84
Books,2026-04-28,6827.79,1577911.64
Books,2026-05-04,2881.91,1580793.55
Books,2026-05-10,236.45,1581030.0
Books,2026-05-11,2799.63,1583829.63
Books,2026-05-12,6066.99,1589896.62
Books,2026-05-16,4212.4,1594109.02
Books,2026-06-02,3256.9,1597365.92
Books,2026-06-07,5754.36,1603120.28
Books,2026-06-10,13346.14,1616466.42
Books,2026-06-16,2008.13,1618474.55
Books,2026-06-18,4586.86,1623061.41
Books,2026-06-24,11469.99,1634531.4
Books,2026-06-26,1397.24,1635928.63
Books,2026-07-17,9431.17,1645359.8
Books,2026-07-26,1637.15,1646996.95
Books,2026-08-10,214315.39,1861312.34
Clothing,2020-01-05,7799.23,7799.23
Clothing,2020-01-13,779.01,8578.24
Clothing,2020-01-29,1151.04,9729.28
Clothing,2020-02-27,2002.7,11731.98
Clothing,2020-02-29,5881.44,17613.42
Clothing,2020-03-08,4744.22,22357.64
Clothing,2020-03-10,105.72,22463.36
Clothing,2020-04-08,880.56,23343.92
Clothing,2020-04-09,5384.15,28728.07
Clothing,2020-04-12,357.3,29085.38
Clothing,2020-04-26,3792.79,32878.17
Clothing,2020-05-10,2804.52,35682.69
Clothing,2020-05-15,2087.74,37770.43
Clothing,2020-05-21,5287.63,43058.06
Clothing,2020-05-28,8161.15,51219.2
Clothing,2020-05-30,6213.89,57433.09
Clothing,2020-06-01,3478.94,60912.04
Clothing,2020-06-02,8346.45,69258.48
Clothing,2020-06-21,4453.06,73711.54
Clothing,2020-06-22,8119.74,81831.29
Clothing,2020-06-27,9777.2,91608.49
Clothing,2020-07-19,6206.93,97815.42
Clothing,2020-07-30,2262.39,100077.81
Clothing,2020-08-11,1353.69,101431.51
Clothing,2020-08-16,3602.49,105034.0
Clothing,2020-09-12,117.0,105151.0
Clothing,2020-09-26,9838.27,114989.27
Clothing,2020-09-27,3536.98,118526.25
Clothing,2020-10-08,12395.94,130922.18
Clothing,2020-10-13,7994.43,138916.61
Clothing,2020-11-02,99.93,139016.54
Clothing,2020-11-07,14870.31,153886.85
Clothing,2020-11-13,9807.29,163694.14
Clothing,2020-11-23,6178.83,169872.97
Clothing,2020-12-05,5947.3,175820.27
Clothing,2020-12-23,3128.61,178948.88
Clothing,2020-12-25,708.61,179657.49
Clothing,2020-12-26,1439.36,181096.85
Clothing,2021-01-02,2406.86,183503.71
Clothing,2021-01-13,10179.05,193682.76
Clothing,2021-01-16,2853.1,196535.86
Clothing,2021-01-28,1712.75,198248.61
Clothing,2021-01-30,2649.57,200898.18
Clothing,2021-02-01,8414.98,209313.16
Clothing,2021-02-24,2598.44,211911.6
Clothing,2021-03-03,436.68,212348.28
Clothing,2021-03-10,2460.03,214808.3
Clothing,2021-03-19,9419.71,224228.02
Clothing,2021-03-31,8300.92,232528.94
Clothing,2021-04-02,3680.59,236209.52
Clothing,2021-04-14,4215.28,240424.81
Clothing,2021-05-03,2446.79,242871.59
Clothing,2021-06-09,2070.17,244941.76
Clothing,2021-06-17,771.46,245713.22
Clothing,2021-06-18,11722.3,257435.52
Clothing,2021-06-25,9433.26,266868.78
Clothing,2021-07-14,5291.8,272160.58
Clothing,2021-07-15,4458.85,276619.44
Clothing,2021-07-18,1668.98,278288.42
Clothing,2021-07-23,12832.82,291121.24
Clothing,2021-07-29,6181.01,297302.25
Clothing,2021-08-05,1349.09,298651.34
Clothing,2021-08-07,2548.09,301199.43
Clothing,2021-08-17,933.2,302132.64
Clothing,2021-08-24,23421.36,325553.99
Clothing,2021-09-08,4171.54,329725.53
Clothing,2021-09-11,1915.18,331640.71
Clothing,2021-09-14,9767.12,341407.83
Clothing,2021-09-16,14108.77,355516.6
Clothing,2021-09-19,518.43,356035.03
Clothing,2021-10-03,1201.37,357236.4
Clothing,2021-10-13,1979.17,359215.57
Clothing,2021-10-18,493.85,359709.42
Clothing,2021-10-22,13136.35,372845.78
Clothing,2021-10-28,5751.99,378597.77
Clothing,2021-11-09,1609.89,380207.66
Clothing,2021-11-14,7244.81,387452.47
Clothing,2021-11-22,430.21,387882.68
Clothing,2021-11-25,6679.36,394562.04
Clothing,2021-12-03,547.64,395109.68
Clothing,2021-12-13,2041.84,397151.53
Clothing,2021-12-24,3383.85,400535.37
Clothing,2021-12-25,14467.73,415003.1
Clothing,2022-01-05,740.2,415743.3
Clothing,2022-01-25,4585.53,420328.83
Clothing,2022-02-05,5408.31,425737.14
Clothing,2022-03-03,1844.03,427581.17
Clothing,2022-03-11,360.08,427941.25
Clothing,2022-03-13,1293.87,429235.12
Clothing,2022-03-19,1008.72,430243.84
Clothing,2022-04-01,3584.38,433828.22
Clothing,2022-04-25,1598.7,435426.92
Clothing,2022-04-27,10673.54,446100.45
Clothing,2022-05-12,4223.44,450323.9
Clothing,2022-05-16,3260.65,453584.55
Clothing,2022-05-19,682.07,454266.61
Clothing,2022-05-20,1443.76,455710.37
Clothing,2022-06-15,8679.23,464389.6
Clothing,2022-06-21,6247.79,470637.39
Clothing,2022-06-23,3762.11,474399.5
Clothing,2022-06-24,2055.2,476454.7
Clothing,2022-07-05,9489.24,485943.94
Clothing,2022-07-10,10213.0,496156.94
Clothing,2022-07-27,1226.44,497383.39
Clothing,2022-07-29,2576.88,499960.27
Clothing,2022-08-13,6658.24,506618.51
Clothing,2022-08-19,2109.5,508728.01
Clothing,2022-08-28,5922.41,514650.42
Clothing,2022-09-08,5881.06,520531.48
Clothing,2022-09-16,3774.98,524306.46
Clothing,2022-09-18,6107.92,530414.38
Clothing,2022-10-10,1010.32,531424.7
Clothing,2022-10-14,2023.68,533448.38
Clothing,2022-10-15,468.31,533916.69
Clothing,2022-10-17,12383.27,546299.96
Clothing,2022-10-21,290.29,546590.25
Clothing,2022-11-27,1421.11,548011.36
Clothing,2022-12-09,354.46,548365.82
Clothing,2022-12-14,6611.04,554976.86
Clothing,2022-12-16,3726.65,558703.51
Clothing,2022-12-18,2746.8,561450.3
Clothing,2022-12-19,1309.34,562759.64
Clothing,2022-12-24,14168.66,576928.3
Clothing,2023-01-03,2266.98,579195.28
Clothing,2023-01-09,792.54,579987.82
Clothing,2023-01-13,6146.24,586134.05
Clothing,2023-02-06,6399.01,592533.07
Clothing,2023-02-16,6395.64,598928.71
Clothing,2023-02-19,2249.88,601178.6
Clothing,2023-02-20,2806.18,603984.77
Clothing,2023-03-01,6651.15,610635.93
Clothing,2023-03-08,5230.19,615866.12
Clothing,2023-03-09,1237.81,617103.92
Clothing,2023-03-12,6564.2,623668.13
Clothing,2023-03-21,6410.38,630078.51
Clothing,2023-03-22,1449.82,631528.33
Clothing,2023-03-24,6990.86,638519.19
Clothing,2023-03-27,1363.48,639882.67
Clothing,2023-03-30,7652.75,647535.42
Clothing,2023-04-04,846.31,648381.72
Clothing,2023-04-06,11678.95,660060.67
Clothing,2023-04-07,4600.94,664661.62
Clothing,2023-04-14,10175.56,674837.18
Clothing,2023-04-18,11340.33,686177.51
Clothing,2023-04-19,10923.85,697101.36
Clothing,2023-04-29,7182.99,704284.35
Clothing,2023-05-12,1664.53,705948.88
Clothing,2023-05-13,2084.2,708033.08
Clothing,2023-05-17,1897.67,709930.75
Clothing,2023-05-18,3255.01,713185.76
Clothing,2023-06-09,4891.63,718077.39
Clothing,2023-06-16,1286.04,719363.43
Clothing,2023-06-25,8479.57,727843.0
Clothing,2023-07-05,1144.91,728987.91
Clothing,2023-07-09,21380.23,750368.14
Clothing,2023-07-14,4915.84,755283.98
Clothing,2023-07-17,928.83,756212.81
Clothing,2023-07-18,6210.32,762423.13
Clothing,2023-07-19,6476.25,768899.38
Clothing,2023-07-24,12709.51,781608.88
Clothing,2023-08-07,6575.66,788184.54
Clothing,2023-08-14,3910.38,792094.93
Clothing,2023-08-18,3231.2,795326.13
Clothing,2023-08-23,7307.28,802633.41
Clothing,2023-08-24,2535.95,805169.35
Clothing,2023-09-15,10604.25,815773.6
Clothing,2023-09-28,1001.79,816775.39
Clothing,2023-10-04,721.88,817497.27
Clothing,2023-10-05,18071.78,835569.05
Clothing,2023-10-17,7107.52,842676.56
Clothing,2023-10-25,8141.01,850817.57
Clothing,2023-10-31,5127.53,855945.11
Clothing,2023-11-12,1606.91,857552.02
Clothing,2023-11-25,5008.25,862560.26
Clothing,2023-11-28,2770.94,865331.2
Clothing,2023-12-01,1997.85,867329.06
Clothing,2023-12-04,7125.32,874454.37
Clothing,2023-12-08,725.39,875179.76
Clothing,2023-12-11,4021.74,879201.5
Clothing,2023-12-13,4672.05,883873.54
Clothing,2023-12-25,1986.03,885859.58
Clothing,2023-12-29,6849.12,892708.7
Clothing,2024-01-20,5907.27,898615.97
Clothing,2024-01-27,731.85,899347.83
Clothing,2024-02-04,10089.47,909437.3
Clothing,2024-02-06,1893.05,911330.35
Clothing,2024-02-07,5557.28,916887.63
Clothing,2024-02-08,8529.73,925417.36
Clothing,2024-02-13,5151.01,930568.37
Clothing,2024-02-14,10866.6,941434.97
Clothing,2024-02-22,5893.48,947328.45
Clothing,2024-02-24,1908.29,949236.73
Clothing,2024-02-28,8495.91,957732.65
Clothing,2024-03-11,9256.08,966988.73
Clothing,2024-03-17,712.57,967701.3
Clothing,2024-03-27,2614.42,970315.72
Clothing,2024-04-07,588.42,970904.14
Clothing,2024-04-13,6084.22,976988.36
Clothing,2024-04-14,3197.17,980185.53
Clothing,2024-04-15,1940.44,982125.97
Clothing,2024-05-01,10833.65,992959.61
Clothing,2024-05-07,9393.35,1002352.96
Clothing,2024-05-10,9811.68,1012164.64
Clothing,2024-05-17,1608.37,1013773.02
Clothing,2024-05-20,19411.52,1033184.54
Clothing,2024-06-02,2520.46,1035705.0
Clothing,2024-06-04,4953.71,1040658.71
Clothing,2024-06-23,1161.3,1041820.01
Clothing,2024-07-05,29.35,1041849.36
Clothing,2024-07-14,10644.36,1052493.72
Clothing,2024-07-29,1623.19,1054116.91
Clothing,2024-07-30,4160.22,1058277.13
Clothing,2024-08-13,8196.54,1066473.68
Clothing,2024-08-24,2092.43,1068566.11
Clothing,2024-08-30,5286.8,1073852.91
Clothing,2024-08-31,1567.71,1075420.62
Clothing,2024-09-03,6799.39,1082220.01
Clothing,2024-09-18,878.09,1083098.09
Clothing,2024-09-19,1717.8,1084815.89
Clothing,2024-09-21,631.39,1085447.28
Clothing,2024-09-28,394.32,1085841.61
Clothing,2024-10-01,1418.47,1087260.08
Clothing,2024-10-14,4132.11,1091392.19
Clothing,2024-10-19,6463.75,1097855.93
Clothing,2024-10-26,3238.41,1101094.35
Clothing,2024-10-29,2946.55,1104040.9
Clothing,2024-10-30,1927.76,1105968.66
Clothing,2024-11-04,205.69,1106174.34
Clothing,2024-11-12,2614.98,1108789.32
Clothing,2024-11-24,2362.92,1111152.24
Clothing,2024-11-29,195.07,1111347.31
Clothing,2024-12-17,899.33,1112246.64
Clothing,2024-12-23,595.62,1112842.26
Clothing,2024-12-28,297.15,1113139.41
Clothing,2024-12-31,151.24,1113290.65
Clothing,2025-01-07,353.65,1113644.3
Clothing,2025-02-01,8287.65,1121931.95
Clothing,2025-02-05,3403.37,1125335.32
Clothing,2025-02-14,3964.2,1129299.52
Clothing,2025-02-16,70.28,1129369.8
Clothing,2025-02-19,516.79,1129886.59
Clothing,2025-02-21,1663.84,1131550.42
Clothing,2025-02-24,598.79,1132149.21
Clothing,2025-02-25,16136.61,1148285.82
Clothing,2025-03-10,3324.0,1151609.81
Clothing,2025-04-01,7264.22,1158874.03
Clothing,2025-04-12,10331.23,1169205.26
Clothing,2025-04-15,1035.46,1170240.72
Clothing,2025-04-16,106.27,1170346.99
Clothing,2025-04-18,12895.93,1183242.92
Clothing,2025-04-19,17343.31,1200586.23
Clothing,2025-05-01,10483.31,1211069.54
Clothing,2025-05-06,7910.03,1218979.57
Clothing,2025-05-13,9689.86,1228669.43
Clothing,2025-06-06,2951.11,1231620.55
Clothing,2025-06-24,5188.79,1236809.33
Clothing,2025-06-28,1589.42,1238398.76
Clothing,2025-07-02,11928.12,1250326.88
Clothing,2025-07-05,9795.58,1260122.46
Clothing,2025-07-12,1930.03,1262052.49
Clothing,2025-07-18,5125.26,1267177.76
Clothing,2025-07-21,331.65,1267509.41
Clothing,2025-08-04,6145.11,1273654.52
Clothing,2025-08-09,7648.68,1281303.19
Clothing,2025-08-14,3307.0,1284610.2
Clothing,2025-08-18,579.27,1285189.47
Clothing,2025-08-23,5351.15,1290540.62
Clothing,2025-08-25,11750.68,1302291.3
Clothing,2025-08-28,1274.12,1303565.43
Clothing,2025-08-31,16449.52,1320014.94
Clothing,2025-09-04,5752.99,1325767.94
Clothing,2025-09-05,2690.96,1328458.9
Clothing,2025-09-13,6798.99,1335257.89
Clothing,2025-11-07,3619.67,1338877.56
Clothing,2025-11-09,11747.97,1350625.53
Clothing,2025-11-11,1211.84,1351837.37
Clothing,2025-11-15,6910.26,1358747.63
Clothing,2025-11-16,11195.42,1369943.05
Clothing,2025-11-18,4341.8,1374284.85
Clothing,2025-12-09,139.08,1374423.93
Clothing,2025-12-20,15370.46,1389794.4
Clothing,2025-12-22,13610.73,1403405.13
Clothing,2025-12-30,5996.75,1409401.88
Clothing,2025-12-31,5815.22,1415217.09
Clothing,2026-01-01,2416.98,1417634.08
Clothing,2026-01-14,2819.34,1420453.42
Clothing,2026-01-21,3056.43,1423509.85
Clothing,2026-01-28,213.94,1423723.8
Clothing,2026-02-04,2487.55,1426211.34
Clothing,2026-02-20,1828.06,1428039.41
Clothing,2026-03-07,3074.75,1431114.16
Clothing,2026-03-12,9786.49,1440900.65
Clothing,2026-03-21,824.56,1441725.21
Clothing,2026-03-25,809.51,1442534.73
Clothing,2026-03-28,2430.74,1444965.47
Clothing,2026-03-30,4942.05,1449907.52
Clothing,2026-04-01,1941.79,1451849.32
Clothing,2026-04-02,4270.55,1456119.87
Clothing,2026-04-28,1721.28,1457841.16
Clothing,2026-05-04,5292.99,1463134.15
Clothing,2026-05-10,3299.67,1466433.82
Clothing,2026-05-12,1711.76,1468145.59
Clothing,2026-05-14,1730.32,1469875.9
Clothing,2026-06-02,804.8,1470680.7
Clothing,2026-06-05,6336.28,1477016.98
Clothing,2026-06-07,3059.9,1480076.88
Clothing,2026-06-11,393.16,1480470.04
Clothing,2026-06-12,3304.55,1483774.59
Clothing,2026-06-16,7575.1,1491349.69
Clothing,2026-07-15,354.84,1491704.53
Clothing,2026-07-24,299.23,1492003.77
Clothing,2026-07-28,1243.86,1493247.63
Clothing,2026-08-10,153077.53,1646325.15
Electronics,2020-01-04,2555.7,2555.7
Electronics,2020-01-10,6098.07,8653.77
Electronics,2020-01-11,5918.6,14572.36
Electronics,2020-01-13,3276.41,17848.77
Electronics,2020-01-15,1298.22,19146.99
Electronics,2020-01-20,1569.38,20716.37
Electronics,2020-01-25,4870.04,25586.41
Electronics,2020-01-29,801.29,26387.7
Electronics,2020-02-13,2258.11,28645.82
Electronics,2020-02-26,10242.71,38888.53
Electronics,2020-02-27,15933.22,54821.75
Electronics,2020-03-06,5039.0,59860.74
Electronics,2020-03-14,9419.42,69280.16
Electronics,2020-03-17,3640.36,72920.52
Electronics,2020-03-23,15817.71,88738.23
Electronics,2020-04-03,7867.32,96605.55
Electronics,2020-04-08,139.64,96745.19
Electronics,2020-04-09,1886.04,98631.23
Electronics,2020-04-22,1043.09,99674.32
Electronics,2020-05-15,1844.67,101518.99
Electronics,2020-05-27,9233.92,110752.91
Electronics,2020-05-28,15425.99,126178.9
Electronics,2020-06-14,1340.38,127519.29
Electronics,2020-06-16,1841.53,129360.82
Electronics,2020-06-24,3604.82,132965.63
Electronics,2020-06-27,10287.21,143252.84
Electronics,2020-07-03,9011.7,152264.54
Electronics,2020-07-08,189.36,152453.9
Electronics,2020-07-15,7185.66,159639.56
Electronics,2020-07-17,7013.01,166652.57
Electronics,2020-07-19,559.29,167211.86
Electronics,2020-07-20,1970.86,169182.72
Electronics,2020-07-23,4046.29,173229.02
Electronics,2020-07-30,506.9,173735.91
Electronics,2020-08-16,5786.03,179521.95
Electronics,2020-09-03,1120.95,180642.9
Electronics,2020-09-11,234.51,180877.41
Electronics,2020-09-12,4571.15,185448.56
Electronics,2020-10-02,1433.79,186882.35
Electronics,2020-10-08,605.1,187487.45
Electronics,2020-11-13,894.2,188381.65
Electronics,2020-11-19,2485.01,190866.66
Electronics,2020-11-30,8420.16,199286.82
Electronics,2020-12-12,3543.33,202830.15
Electronics,2020-12-16,2531.96,205362.11
Electronics,2020-12-25,6018.77,211380.88
Electronics,2021-01-16,12968.25,224349.13
Electronics,2021-02-02,551.89,224901.02
Electronics,2021-02-10,437.81,225338.83
Electronics,2021-02-12,3774.38,229113.21
Electronics,2021-02-17,8286.07,237399.28
Electronics,2021-02-26,11618.11,249017.39
Electronics,2021-03-03,8066.55,257083.94
Electronics,2021-03-06,4523.45,261607.38
Electronics,2021-03-09,8115.81,269723.2
Electronics,2021-03-20,5922.16,275645.35
Electronics,2021-03-25,13883.9,289529.26
Electronics,2021-04-17,6801.87,296331.13
Electronics,2021-05-01,7820.63,304151.75
Electronics,2021-05-06,8108.47,312260.23
Electronics,2021-05-08,15584.27,327844.5
Electronics,2021-05-19,59.31,327903.81
Electronics,2021-05-20,270.88,328174.69
Electronics,2021-06-12,9559.24,337733.92
Electronics,2021-06-17,5124.68,342858.6
Electronics,2021-06-21,4297.66,347156.26
Electronics,2021-06-23,9131.85,356288.11
Electronics,2021-06-27,4182.67,360470.78
Electronics,2021-07-23,4946.02,365416.81
Electronics,2021-07-24,9909.11,375325.92
Electronics,2021-07-29,1787.11,377113.02
Electronics,2021-08-04,1755.86,378868.88
Electronics,2021-08-07,11881.02,390749.9
Electronics,2021-08-12,3761.61,394511.51
Electronics,2021-08-18,6858.79,401370.29
Electronics,2021-08-24,8944.69,410314.98
Electronics,2021-08-26,1940.35,412255.33
Electronics,2021-08-30,1672.03,413927.35
Electronics,2021-09-02,3713.48,417640.83
Electronics,2021-09-06,3683.3,421324.13
Electronics,2021-09-13,6238.61,427562.74
Electronics,2021-09-14,5970.52,433533.26
Electronics,2021-09-16,7307.39,440840.65
Electronics,2021-09-23,304.01,441144.66
Electronics,2021-09-27,635.81,441780.47
Electronics,2021-10-12,1905.55,443686.01
Electronics,2021-10-13,550.88,444236.89
Electronics,2021-10-14,4529.0,448765.89
Electronics,2021-10-17,4962.99,453728.88
Electronics,2021-10-21,190.95,453919.83
Electronics,2021-10-22,6502.09,460421.92
Electronics,2021-10-30,6758.91,467180.83
Electronics,2021-11-01,3357.0,470537.83
Electronics,2021-11-09,451.24,470989.07
Electronics,2021-11-18,4297.38,475286.44
Electronics,2021-11-21,395.34,475681.79
Electronics,2021-11-22,1083.6,476765.38
Electronics,2021-12-12,1696.87,478462.25
Electronics,2021-12-15,11282.39,489744.63
Electronics,2021-12-21,720.85,490465.48
Electronics,2021-12-25,8551.48,499016.96
Electronics,2022-01-12,2187.21,501204.17
Electronics,2022-02-02,2860.81,504064.98
Electronics,2022-02-22,9711.19,513776.16
Electronics,2022-03-19,334.34,514110.5
Electronics,2022-03-22,748.99,514859.49
Electronics,2022-03-29,10343.38,525202.87
Electronics,2022-03-31,3247.78,528450.65
Electronics,2022-04-01,3999.78,532450.43
Electronics,2022-04-06,1807.57,534258.0
Electronics,2022-04-23,6087.85,540345.85
Electronics,2022-04-26,940.72,541286.57
Electronics,2022-04-27,635.61,541922.18
Electronics,2022-05-16,802.25,542724.43
Electronics,2022-05-20,8531.36,551255.79
Electronics,2022-05-23,1364.11,552619.89
Electronics,2022-05-25,1364.18,553984.07
Electronics,2022-05-29,8629.58,562613.65
Electronics,2022-06-02,7662.89,570276.55
Electronics,2022-06-03,1550.29,571826.84
Electronics,2022-06-10,7370.74,579197.58
Electronics,2022-06-15,315.95,579513.53
Electronics,2022-06-21,109.15,579622.68
Electronics,2022-06-22,5883.08,585505.76
Electronics,2022-06-26,8456.44,593962.2
Electronics,2022-07-04,4282.11,598244.31
Electronics,2022-07-05,5718.85,603963.16
Electronics,2022-07-12,6815.2,610778.37
Electronics,2022-07-27,5046.74,615825.11
Electronics,2022-07-30,98.88,615923.99
Electronics,2022-08-01,3284.63,619208.62
Electronics,2022-09-14,797.78,620006.41
Electronics,2022-09-16,22526.13,642532.54
Electronics,2022-09-18,10787.43,653319.96
Electronics,2022-09-29,315.17,653635.13
Electronics,2022-10-12,2440.76,656075.89
Electronics,2022-10-15,7347.4,663423.29
Electronics,2022-10-25,1204.31,664627.61
Electronics,2022-11-13,1247.6,665875.21
Electronics,2022-11-17,1646.84,667522.05
Electronics,2022-11-27,1233.41,668755.46
Electronics,2022-12-08,7200.94,675956.4
Electronics,2022-12-09,1246.92,677203.32
Electronics,2022-12-10,7706.06,684909.38
Electronics,2022-12-14,9680.65,694590.02
Electronics,2022-12-15,3043.74,697633.77
Electronics,2022-12-18,1199.82,698833.59
Electronics,2022-12-24,4003.6,702837.19
Electronics,2023-01-03,4851.87,707689.06
Electronics,2023-01-06,15570.25,723259.31
Electronics,2023-01-13,12307.44,735566.75
Electronics,2023-01-21,5532.32,741099.07
Electronics,2023-01-24,3467.44,744566.51
Electronics,2023-01-28,1112.63,745679.15
Electronics,2023-02-08,4448.59,750127.73
Electronics,2023-02-12,18500.65,768628.38
Electronics,2023-02-23,1054.08,769682.46
Electronics,2023-03-01,183.02,769865.48
Electronics,2023-03-03,14980.54,784846.02
Electronics,2023-03-15,10883.18,795729.2
Electronics,2023-03-19,5268.76,800997.96
Electronics,2023-03-20,8905.3,809903.26
Electronics,2023-03-21,613.25,810516.5
Electronics,2023-03-25,3344.09,813860.59
Electronics,2023-03-29,246.83,814107.42
Electronics,2023-03-30,6383.04,820490.46
Electronics,2023-04-04,11993.95,832484.41
Electronics,2023-04-30,9185.58,841669.98
Electronics,2023-05-10,3516.64,845186.62
Electronics,2023-05-12,4989.31,850175.93
Electronics,2023-05-13,4254.43,854430.36
Electronics,2023-05-18,150.19,854580.55
Electronics,2023-06-03,2124.59,856705.14
Electronics,2023-06-18,6857.9,863563.04
Electronics,2023-06-19,920.3,864483.35
Electronics,2023-06-25,344.63,864827.97
Electronics,2023-07-03,233.56,865061.53
Electronics,2023-07-14,3281.94,868343.47
Electronics,2023-07-17,8315.61,876659.09
Electronics,2023-07-18,15243.57,891902.65
Electronics,2023-07-28,1275.6,893178.25
Electronics,2023-08-02,6958.12,900136.36
Electronics,2023-08-05,5074.44,905210.8
Electronics,2023-08-11,833.59,906044.39
Electronics,2023-08-18,12237.01,918281.4
Electronics,2023-08-24,5396.56,923677.96
Electronics,2023-09-07,12272.11,935950.07
Electronics,2023-09-11,800.12,936750.19
Electronics,2023-09-22,2878.04,939628.23
Electronics,2023-09-28,5087.28,944715.51
Electronics,2023-10-02,8762.25,953477.76
Electronics,2023-10-04,6990.95,960468.71
Electronics,2023-10-05,7389.11,967857.81
Electronics,2023-10-06,5487.38,973345.19
Electronics,2023-10-07,5936.88,979282.08
Electronics,2023-10-08,4067.77,983349.85
Electronics,2023-10-13,4217.61,987567.46
Electronics,2023-10-17,6600.46,994167.92
Electronics,2023-11-05,834.94,995002.86
Electronics,2023-11-25,1984.56,996987.42
Electronics,2023-11-29,2568.35,999555.77
Electronics,2023-12-06,5943.96,1005499.72
Electronics,2023-12-08,10920.98,1016420.71
Electronics,2023-12-10,5567.33,1021988.03
Electronics,2023-12-22,9706.14,1031694.17
Electronics,2023-12-25,500.31,1032194.48
Electronics,2023-12-29,11401.77,1043596.26
Electronics,2023-12-30,6179.46,1049775.72
Electronics,2024-01-05,7143.69,1056919.41
Electronics,2024-01-10,1629.84,1058549.25
Electronics,2024-01-12,4876.35,1063425.59
Electronics,2024-01-19,4603.41,1068029.01
Electronics,2024-01-21,2443.04,1070472.05
Electronics,2024-02-04,4332.04,1074804.09
Electronics,2024-02-06,4253.82,1079057.9
Electronics,2024-02-07,1225.4,1080283.3
Electronics,2024-02-08,3309.98,1083593.28
Electronics,2024-02-13,3171.99,1086765.27
Electronics,2024-02-15,3474.98,1090240.25
Electronics,2024-02-25,14257.58,1104497.83
Electronics,2024-02-28,13788.9,1118286.73
Electronics,2024-03-10,5463.19,1123749.92
Electronics,2024-03-16,7252.51,1131002.43
Electronics,2024-03-22,6057.7,1137060.14
Electronics,2024-03-25,7097.09,1144157.23
Electronics,2024-03-28,13215.17,1157372.4
Electronics,2024-03-30,2756.02,1160128.41
Electronics,2024-04-05,746.26,1160874.67
Electronics,2024-04-07,681.61,1161556.28
Electronics,2024-04-09,148.83,1161705.11
Electronics,2024-04-13,12858.49,1174563.6
Electronics,2024-04-14,5745.99,1180309.59
Electronics,2024-05-01,605.93,1180915.52
Electronics,2024-05-03,7309.78,1188225.3
Electronics,2024-05-20,5653.01,1193878.31
Electronics,2024-05-24,5215.28,1199093.59
Electronics,2024-05-28,9244.98,1208338.57
Electronics,2024-06-04,2310.87,1210649.44
Electronics,2024-06-05,8953.52,1219602.96
Electronics,2024-06-09,11804.59,1231407.54
Electronics,2024-06-18,8142.86,1239550.4
Electronics,2024-06-22,2409.13,1241959.53
Electronics,2024-06-23,5528.76,1247488.29
Electronics,2024-07-02,506.63,1247994.92
