sales_month,product_id,product_name,revenue
2024-01,PROD-00106,River Audio Quia,4876.35
2024-02,PROD-00211,Urban Office Nulla,16238.2
2024-02,PROD-00297,Nexa Men Sit,16190.61
2024-02,PROD-00226,Mira Laptop Repellat,13788.9
2024-02,PROD-00130,Urban Educational Harum,12747.41
2024-02,PROD-00059,Orbit Outdoor Consequuntur,10029.77
2024-02,PROD-00153,Apex Living Room Dicta,9015.93
2024-02,PROD-00004,Summit Accessories Vitae,8915.13
2024-02,PROD-00045,Urban Laptop Cumque,8672.5
2024-02,PROD-00287,Mira Kids Similique,8529.73
2024-02,PROD-00112,Nova Seasonal Soluta,8495.91
2024-03,PROD-00031,Nova Bedding Suscipit,15723.89
2024-03,PROD-00145,River Haircare Tenetur,11919.71
2024-03,PROD-00022,Mira Academic Mollitia,10097.27
2024-03,PROD-00184,Summit Accessories Amet,9757.03
2024-03,PROD-00089,Bright Footwear Minus,9256.08
2024-03,PROD-00223,Summit Haircare Occaecati,8132.59
2024-03,PROD-00156,Zenith Storage Cum,7955.86
2024-03,PROD-00205,Nova Fragrance Magnam,7667.83
2024-03,PROD-00068,Orbit Bedroom Ipsam,7449.49
2024-03,PROD-00191,Nexa Indoor Officiis,7228.12
2024-04,PROD-00083,Urban  Makeup  Atque,10361.35
2024-04,PROD-00027,Apex Wellness Minima,9084.54
2024-04,PROD-00042,Apex  Outdoor  Temporibus,8721.37
2024-04,PROD-00008,Zenith Wearables Eaque,8486.54
2024-04,PROD-00025,Nova Technology Iusto,8081.16
2024-04,PROD-00206,Apex  Fitness  Facilis,8052.61
2024-04,PROD-00296,Summit Decor Ad,7543.03
2024-04,PROD-00055,Zenith Technology Nam,6634.37
2024-04,PROD-00104,Nova Wellness Non,5342.45
2024-04,PROD-00035,Nexa Fragrance Dolores,5047.43
2024-05,PROD-00150,Summit Kids Beatae,14090.2
2024-05,PROD-00225,Nexa Kitchen Illum,10212.24
2024-05,PROD-00063,Summit Men Fugit,9393.35
2024-05,PROD-00044,River Lighting Velit,9031.56
2024-05,PROD-00004,Summit Accessories Vitae,8608.91
2024-05,PROD-00099,Summit Haircare Ullam,8491.55
2024-05,PROD-00170,Mira Seasonal Facere,8138.03
2024-05,PROD-00033,Apex Audio Sit,7309.78
2024-05,PROD-00273,Mira Bedding Laudantium,7260.91
2024-05,PROD-00220,River Stem Aliquam,6964.4
2024-06,PROD-00135,Urban Accessories Ea,15931.63
2024-06,PROD-00238,Mira Indoor Nihil,14402.67
2024-06,PROD-00072,Apex Educational Ad,11002.2
2024-06,PROD-00158,Summit Comics Ab,10160.46
2024-06,PROD-00160,River Dining Quas,9141.42
2024-06,PROD-00178,Bright Wearables Quo,8953.52
2024-06,PROD-00115,River Plush Accusamus,8806.85
2024-06,PROD-00048,Nova Plush Dolorem,7893.6
2024-06,PROD-00185,Orbit Educational Alias,6414.19
2024-06,PROD-00152,Bright Storage Sapiente,5958.72
2024-07,PROD-00051,River Skincare Officiis,14010.02
2024-07,PROD-00281,Mira Bedroom Porro,13662.26
2024-07,PROD-00120,River Women Cum,10265.76
2024-07,PROD-00022,Mira Academic Mollitia,8329.76
2024-07,PROD-00148,Nova Mobile Rerum,6355.83
2024-07,PROD-00199,River Wearables Alias,6102.03
2024-07,PROD-00030,River Makeup Voluptatem,5980.14
2024-07,PROD-00073,Nova Decor Tenetur,5443.68
2024-07,PROD-00123,River Bedding Natus,4767.97
2024-07,PROD-00229,Nexa Women Omnis,4160.22
2024-08,PROD-00090,Orbit Plush Natus,13842.75
2024-08,PROD-00098,Mira Plush Amet,8915.81
2024-08,PROD-00272,Nexa Accessories Quisquam,7331.14
2024-08,PROD-00129,Bright Fragrance Et,7326.72
2024-08,PROD-00027,Apex Wellness Minima,6645.29
2024-08,PROD-00259,Apex Wellness Minima,5848.58
2024-08,PROD-00003,Bright Men Voluptate,5286.8
2024-08,PROD-00247,Nexa  Women  Modi,5257.86
2024-08,PROD-00002,Orbit Office Odio,5148.64
2024-08,PROD-00157,Urban Indoor Qui,3629.18
2024-09,PROD-00250,Nexa Plush Ipsum,11882.1
2024-09,PROD-00076,River Makeup Earum,11215.89
2024-09,PROD-00141,Apex Decor Possimus,10766.49
2024-09,PROD-00259,Apex Wellness Minima,10359.69
2024-09,PROD-00091,Mira Living Room Eligendi,8802.82
2024-09,PROD-00290,Nova Office Sed,8328.55
2024-09,PROD-00108,Urban Skincare Sint,8125.31
2024-09,PROD-00084,Zenith Storage Blanditiis,7680.25
2024-09,PROD-00229,Nexa Women Omnis,6799.39
2024-09,PROD-00261,Bright Fitness Fuga,6468.13
2024-10,PROD-00001,Orbit  Outdoor  Minima,13558.86
2024-10,PROD-00079,Nexa Accessories Aspernatur,12636.04
2024-10,PROD-00298,Zenith Office A,10286.29
2024-10,PROD-00083,Urban  Makeup  Atque,9810.3
2024-10,PROD-00061,Mira Accessories Rem,9041.42
2024-10,PROD-00062,Nova Storage Quas,9015.73
2024-10,PROD-00238,Mira Indoor Nihil,8987.18
2024-10,PROD-00221,River Stem Aliquam,8810.56
2024-10,PROD-00249,River Indoor Dolorum,8211.36
2024-10,PROD-00214,Nova Dining Velit,7935.59
2024-11,PROD-00218,Summit Fitness Vero,15389.28
2024-11,PROD-00027,Apex Wellness Minima,10133.5
2024-11,PROD-00133,Urban Comics Dolore,9689.5
2024-11,PROD-00226,Mira Laptop Repellat,9588.16
2024-11,PROD-00194,Nexa Stem Fuga,8404.51
2024-11,PROD-00100,Orbit Living Room Ratione,7665.77
2024-11,PROD-00233,Apex Dining Recusandae,7622.68
2024-11,PROD-00066,Nova Haircare Blanditiis,6107.66
2024-11,PROD-00032,River Fiction Dolorum,6061.98
2024-11,PROD-00292,River Audio Illo,6029.12
2024-12,PROD-00240,Zenith Wellness Perspiciatis,12029.52
2024-12,PROD-00238,Mira Indoor Nihil,11445.04
2024-12,PROD-00161,River Kitchen Quibusdam,11425.3
2024-12,PROD-00209,Mira Fragrance Deleniti,9591.55
2024-12,PROD-00177,Zenith Fragrance Cum,7423.9
2024-12,PROD-00145,River Haircare Tenetur,6265.04
2024-12,PROD-00259,Apex Wellness Minima,5974.83
2024-12,PROD-00143,Mira Stem Totam,5586.34
2024-12,PROD-00016,Urban Accessories Quibusdam,5565.85
2024-12,PROD-00140,Urban Laptop Voluptas,5538.35
2025-01,PROD-00278,River Wearables Dolorum,8411.54
2025-01,PROD-00195,Zenith Self-Help Nobis,8284.87
2025-01,PROD-00269,Urban Bedroom Cum,7441.07
2025-01,PROD-00201,River Storage Porro,6766.74
2025-01,PROD-00097,Bright Fiction Necessitatibus,6046.45
2025-01,PROD-00113,Apex Cycling Laboriosam,4632.95
2025-01,PROD-00051,River Skincare Officiis,4312.63
2025-01,PROD-00215,Summit Bedroom Quaerat,3872.37
2025-01,PROD-00033,Apex Audio Sit,3841.88
2025-01,PROD-00061,Mira Accessories Rem,3529.47
2025-02,PROD-00211,Urban Office Nulla,14621.88
2025-02,PROD-00236,Nexa Office Voluptatem,12577.54
2025-02,PROD-00110,River Seasonal Officia,12244.64
2025-02,PROD-00189,Apex Self-Help Nam,9090.17
2025-02,PROD-00048,Nova Plush Dolorem,9052.35
2025-02,PROD-00208,Summit Academic Placeat,9008.18
2025-02,PROD-00126,Orbit Cycling Doloribus,8591.82
2025-02,PROD-00112,Nova Seasonal Soluta,8287.65
2025-02,PROD-00008,Zenith Wearables Eaque,8057.95
2025-02,PROD-00041,River Fitness Voluptates,7411.82
2025-03,PROD-00107,River Fragrance Quam,18864.89
2025-03,PROD-00072,Apex Educational Ad,11262.39
2025-03,PROD-00265,Bright Comics Itaque,9181.41
2025-03,PROD-00250,Nexa Plush Ipsum,8714.09
2025-03,PROD-00130,Urban Educational Harum,6630.42
2025-03,PROD-00221,River Stem Aliquam,5484.53
2025-03,PROD-00211,Urban Office Nulla,5379.64
2025-03,PROD-00245,Zenith Technology Optio,5068.75
2025-03,PROD-00293,Apex Accessories Libero,4783.46
2025-03,PROD-00189,Apex Self-Help Nam,4658.24
2025-04,PROD-00065,Mira Women Aperiam,13842.71
2025-04,PROD-00100,Orbit Living Room Ratione,12552.24
2025-04,PROD-00112,Nova Seasonal Soluta,12438.6
2025-04,PROD-00294,Summit Technology Beatae,11683.51
2025-04,PROD-00138,Mira Stem Ipsa,11455.25
2025-04,PROD-00134,Summit Haircare Ut,10872.02
2025-04,PROD-00231,Summit Men Repellendus,10331.23
2025-04,PROD-00073,Nova Decor Tenetur,9327.0
2025-04,PROD-00003,Bright Men Voluptate,8862.07
2025-04,PROD-00076,River Makeup Earum,8610.41
2025-05,PROD-00236,Nexa Office Voluptatem,16198.47
2025-05,PROD-00158,Summit Comics Ab,12583.54
2025-05,PROD-00171,River Footwear Eius,10483.31
2025-05,PROD-00191,Nexa Indoor Officiis,10279.78
2025-05,PROD-00206,Apex  Fitness  Facilis,9633.7
2025-05,PROD-00196,Urban Indoor Ratione,9478.15
2025-05,PROD-00218,Summit Fitness Vero,7092.91
2025-05,PROD-00257,Apex Wearables Dolore,6670.69
2025-05,PROD-00228,Zenith Lighting Corporis,5943.57
2025-05,PROD-00009,River Accessories Velit,5707.22
2025-06,PROD-00009,River Accessories Velit,11138.17
2025-06,PROD-00269,Urban Bedroom Cum,9432.02
2025-06,PROD-00221,River Stem Aliquam,9294.55
2025-06,PROD-00254,Summit Audio Quod,7947.24
2025-06,PROD-00237,Zenith Outdoor Inventore,7818.05
2025-06,PROD-00184,Summit Accessories Amet,7704.99
2025-06,PROD-00079,Nexa Accessories Aspernatur,5835.13
2025-06,PROD-00092,Apex Footwear Doloribus,5188.79
2025-06,PROD-00239,Zenith Audio Explicabo,3316.68
2025-06,PROD-00199,River Wearables Alias,3296.0
2025-07,PROD-00137,Bright Kids Quasi,11928.12
2025-07,PROD-00030,River Makeup Voluptatem,11697.69
2025-07,PROD-00256,Orbit Wellness Veniam,11388.75
2025-07,PROD-00119,Nexa Makeup Quod,11066.77
2025-07,PROD-00200,Nexa Footwear Illo,9795.58
2025-07,PROD-00209,Mira Fragrance Deleniti,8933.31
2025-07,PROD-00173,Zenith Accessories Quidem,8736.51
2025-07,PROD-00288,Urban  Makeup  Nisi,8174.59
2025-07,PROD-00249,River Indoor Dolorum,8152.16
2025-07,PROD-00189,Apex Self-Help Nam,7891.88
2025-08,PROD-00103,Zenith Footwear Recusandae,16449.52
2025-08,PROD-00217,Zenith Comics Totam,14348.1
2025-08,PROD-00081,Nexa Fitness Deleniti,12293.95
2025-08,PROD-00248,Orbit Women Nesciunt,11750.68
2025-08,PROD-00043,Urban Accessories Aperiam,10939.47
2025-08,PROD-00244,Nova Wearables Exercitationem,10381.42
2025-08,PROD-00114,River Outdoor Fugit,10274.87
2025-08,PROD-00292,River Audio Illo,9876.09
2025-08,PROD-00022,Mira Academic Mollitia,9662.72
2025-08,PROD-00285,Summit Audio Rerum,9245.06
2025-09,PROD-00022,Mira Academic Mollitia,16634.12
2025-09,PROD-00087,Orbit Plush In,13990.44
2025-09,PROD-00288,Urban  Makeup  Nisi,12193.38
2025-09,PROD-00001,Orbit  Outdoor  Minima,7912.3
2025-09,PROD-00237,Zenith Outdoor Inventore,7461.67
2025-09,PROD-00175,Orbit Accessories Necessitatibus,7402.81
2025-09,PROD-00170,Mira Seasonal Facere,6798.99
2025-09,PROD-00150,Summit Kids Beatae,5752.99
2025-09,PROD-00140,Urban Laptop Voluptas,5327.03
2025-09,PROD-00269,Urban Bedroom Cum,4424.38
2025-10,PROD-00211,Urban Office Nulla,8148.71
2025-10,PROD-00127,Mira Makeup Quis,7145.83
2025-10,PROD-00096,Nova Office Suscipit,6613.61
2025-10,PROD-00225,Nexa Kitchen Illum,6136.78
2025-10,PROD-00133,Urban Comics Dolore,2312.28
2025-10,PROD-00130,Urban Educational Harum,2107.53
2025-10,PROD-00069,Summit Fiction Autem,1010.11
2025-10,PROD-00126,Orbit Cycling Doloribus,943.99
2025-10,PROD-00206,Apex  Fitness  Facilis,596.19
2025-10,PROD-00226,Mira Laptop Repellat,542.72
2025-11,PROD-00213,Summit Outdoor Similique,18969.32
2025-11,PROD-00167,Mira Office Facere,14984.47
2025-11,PROD-00136,Zenith Wellness Consequuntur,13964.24
2025-11,PROD-00011,River Women Magni,11195.42
2025-11,PROD-00056,Zenith Technology Nam,10839.08
2025-11,PROD-00072,Apex Educational Ad,9816.73
2025-11,PROD-00092,Apex Footwear Doloribus,9591.81
2025-11,PROD-00264,River Lighting Cum,8570.39
2025-11,PROD-00001,Orbit  Outdoor  Minima,7705.1
2025-11,PROD-00261,Bright Fitness Fuga,7440.36
2025-12,PROD-00109,Nexa Indoor Accusantium,16143.09
2025-12,PROD-00121,Mira Skincare Doloribus,15629.06
2025-12,PROD-00262,Orbit Activity Beatae,12110.27
2025-12,PROD-00043,Urban Accessories Aperiam,11988.42
2025-12,PROD-00062,Nova Storage Quas,11608.31
2025-12,PROD-00212,Nova Laptop Accusamus,11433.04
2025-12,PROD-00283,Summit Bedding Sapiente,9548.15
2025-12,PROD-00015,River Fragrance Temporibus,9291.91
2025-12,PROD-00092,Apex Footwear Doloribus,8551.95
2025-12,PROD-00171,River Footwear Eius,8016.86
2026-01,PROD-00105,Mira Fiction Facilis,12031.0
2026-01,PROD-00192,Urban Living Room Modi,7438.17
2026-01,PROD-00252,Apex Academic Dolorum,6024.86
2026-01,PROD-00226,Mira Laptop Repellat,5768.52
2026-01,PROD-00259,Apex Wellness Minima,5647.83
2026-01,PROD-00298,Zenith Office A,5626.97
2026-01,PROD-00249,River Indoor Dolorum,4988.6
2026-01,PROD-00206,Apex  Fitness  Facilis,4851.6
2026-01,PROD-00177,Zenith Fragrance Cum,4841.88
2026-01,PROD-00069,Summit Fiction Autem,4823.51
2026-02,PROD-00042,Apex  Outdoor  Temporibus,12084.35
2026-02,PROD-00185,Orbit Educational Alias,11654.45
2026-02,PROD-00177,Zenith Fragrance Cum,10027.61
2026-02,PROD-00028,Orbit Technology Repellat,7899.22
2026-02,PROD-00236,Nexa Office Voluptatem,7618.6
2026-02,PROD-00269,Urban Bedroom Cum,7246.97
2026-02,PROD-00012,Orbit Lighting Voluptate,7034.94
2026-02,PROD-00068,Orbit Bedroom Ipsam,4081.04
2026-02,PROD-00222,Nexa Bedding Nihil,3811.74
2026-02,PROD-00237,Zenith Outdoor Inventore,3710.76
2026-03,PROD-00176,Mira Wearables Quos,14386.89
2026-03,PROD-00024,Summit Bedding Vel,12128.14
2026-03,PROD-00175,Orbit Accessories Necessitatibus,10697.11
2026-03,PROD-00109,Nexa Indoor Accusantium,9803.78
2026-03,PROD-00097,Bright Fiction Necessitatibus,7410.1
2026-03,PROD-00186,Orbit Indoor Cum,7302.65
2026-03,PROD-00250,Nexa Plush Ipsum,6520.21
2026-03,PROD-00095,River Men Atque,6044.05
2026-03,PROD-00213,Summit Outdoor Similique,5806.36
2026-03,PROD-00008,Zenith Wearables Eaque,5532.12
2026-04,PROD-00091,Mira Living Room Eligendi,15263.98
2026-04,PROD-00055,Zenith Technology Nam,12593.52
2026-04,PROD-00142,Mira Fitness Cumque,8670.32
2026-04,PROD-00099,Summit Haircare Ullam,8648.8
2026-04,PROD-00190,Orbit Laptop Eaque,8089.05
2026-04,PROD-00138,Mira Stem Ipsa,7794.95
2026-04,PROD-00167,Mira Office Facere,6869.89
2026-04,PROD-00208,Summit Academic Placeat,6827.79
2026-04,PROD-00109,Nexa Indoor Accusantium,6530.51
2026-04,PROD-00149,Bright Plush Omnis,6022.92
2026-05,PROD-00099,Summit Haircare Ullam,10743.5
2026-05,PROD-00144,Urban Comics Fugiat,7377.88
2026-05,PROD-00080,Apex Wearables Velit,6511.18
2026-05,PROD-00067,Nova Plush Molestiae,6398.9
2026-05,PROD-00030,River Makeup Voluptatem,6323.64
2026-05,PROD-00062,Nova Storage Quas,6074.3
2026-05,PROD-00266,Nexa Stem Dolores,6055.08
2026-05,PROD-00289,Apex Women Totam,5292.99
2026-05,PROD-00122,Bright Mobile Labore,4936.84
2026-05,PROD-00269,Urban Bedroom Cum,4657.79
2026-06,PROD-00158,Summit Comics Ab,15773.12
2026-06,PROD-00177,Zenith Fragrance Cum,14214.5
2026-06,PROD-00036,River Comics Iure,13346.14
2026-06,PROD-00114,River Outdoor Fugit,8469.5
2026-06,PROD-00178,Bright Wearables Quo,7996.53
2026-06,PROD-00167,Mira Office Facere,7751.46
2026-06,PROD-00014,Orbit Plush Debitis,7581.62
2026-06,PROD-00289,Apex Women Totam,7575.1
2026-06,PROD-00021,River Kitchen Architecto,6986.74
2026-06,PROD-00025,Nova Technology Iusto,6460.55
2026-07,PROD-00070,Bright Living Room Odit,13072.1
2026-07,PROD-00040,Urban Fiction Dignissimos,9431.17
2026-07,PROD-00149,Bright Plush Omnis,9375.32
2026-07,PROD-00242,Nova Bedding Iusto,6884.93
2026-07,PROD-00145,River Haircare Tenetur,6768.04
2026-07,PROD-00212,Nova Laptop Accusamus,6630.43
2026-07,PROD-00234,Bright Haircare Amet,5873.67
2026-07,PROD-00043,Urban Accessories Aperiam,5033.04
2026-07,PROD-00094,Mira Storage Ea,4582.55
2026-07,PROD-00192,Urban Living Room Modi,4372.07
2026-08,PROD-00094,Mira Storage Ea,33839.08
2026-08,PROD-00271,Orbit Audio In,29936.37
2026-08,PROD-00067,Nova Plush Molestiae,26542.1
2026-08,PROD-00280,Apex Fiction Dolore,22821.97
2026-08,PROD-00257,Apex Wearables Dolore,22531.06
2026-08,PROD-00026,Summit Technology Optio,21421.1
2026-08,PROD-00208,Summit Academic Placeat,19637.6
2026-08,PROD-00027,Apex Wellness Minima,18960.88
2026-08,PROD-00216,River Audio Eligendi,18935.88
2026-08,PROD-00248,Orbit Women Nesciunt,17982.74
