customer_id,order_date,next_purchase_date
CUST-00267,2025-07-05,
CUST-00268,2023-12-18,
CUST-00269,2021-08-12,2024-04-15
CUST-00269,2024-04-15,
CUST-00270,2023-12-03,2024-02-04
CUST-00270,2024-02-04,2025-08-11
CUST-00270,2025-08-11,
CUST-00271,2022-01-19,2023-05-17
CUST-00271,2023-05-17,2024-12-27
CUST-00271,2024-12-27,2025-11-26
CUST-00271,2025-11-26,
CUST-00272,2020-05-28,2023-03-30
CUST-00272,2023-03-30,2023-06-08
CUST-00272,2023-06-08,
CUST-00273,2023-06-12,
CUST-00274,2021-06-30,2023-04-20
CUST-00274,2023-04-20,2026-06-05
CUST-00274,2026-06-05,
CUST-00275,2023-04-07,2024-04-07
CUST-00275,2024-04-07,2024-06-22
CUST-00275,2024-06-22,
CUST-00276,2020-02-19,
CUST-00277,2020-01-25,2026-07-17
CUST-00277,2026-07-17,
CUST-00278,2022-02-06,2023-12-22
CUST-00278,2023-12-22,2025-11-28
CUST-00278,2025-11-28,
CUST-00279,2022-04-27,2023-08-11
CUST-00279,2023-08-11,2025-08-31
CUST-00279,2025-08-31,
CUST-00280,2020-02-14,2022-05-21
CUST-00280,2022-05-21,2023-03-11
CUST-00280,2023-03-11,2023-08-01
CUST-00280,2023-08-01,2024-07-02
CUST-00280,2024-07-02,2024-10-03
CUST-00280,2024-10-03,
CUST-00282,2020-03-06,2023-02-12
CUST-00282,2023-02-12,2024-06-05
CUST-00282,2024-06-05,2026-08-10
CUST-00282,2026-08-10,
CUST-00283,2021-05-03,2026-08-10
CUST-00283,2026-08-10,
CUST-00284,2020-07-13,2021-01-28
CUST-00284,2021-01-28,
CUST-00285,2022-05-06,
CUST-00286,2021-05-02,2024-10-20
CUST-00286,2024-10-20,
CUST-00287,2023-01-21,
CUST-00288,2024-09-10,
CUST-00289,2020-06-02,2021-06-18
CUST-00289,2021-06-18,2022-01-06
CUST-00289,2022-01-06,2025-11-11
CUST-00289,2025-11-11,
CUST-00290,2021-10-18,2025-11-15
CUST-00290,2025-11-15,2026-08-02
CUST-00290,2026-08-02,
CUST-00291,2022-08-31,2023-12-25
CUST-00291,2023-12-25,2026-08-10
CUST-00291,2026-08-10,
CUST-00292,2022-11-27,2024-04-13
CUST-00292,2024-04-13,2026-07-28
CUST-00292,2026-07-28,2026-08-10
CUST-00292,2026-08-10,
CUST-00293,2022-07-05,2023-11-24
CUST-00293,2023-11-24,2023-12-29
CUST-00293,2023-12-29,2025-02-05
CUST-00293,2025-02-05,2026-08-10
CUST-00293,2026-08-10,
CUST-00294,2026-06-15,
CUST-00295,2023-03-19,
CUST-00296,2020-09-12,2023-09-11
CUST-00296,2023-09-11,2024-09-05
CUST-00296,2024-09-05,2026-08-10
CUST-00296,2026-08-10,
CUST-00297,2021-02-03,2021-12-24
CUST-00297,2021-12-24,2024-10-16
CUST-00297,2024-10-16,2024-11-24
CUST-00297,2024-11-24,2026-08-10
CUST-00297,2026-08-10,
CUST-00298,2020-03-14,2023-07-03
CUST-00298,2023-07-03,2024-12-09
CUST-00298,2024-12-09,
CUST-00299,2021-01-16,2021-12-12
CUST-00299,2021-12-12,2021-12-13
CUST-00299,2021-12-13,2023-09-28
CUST-00299,2023-09-28,
CUST-00300,2024-01-12,2024-02-14
CUST-00300,2024-02-14,2026-08-10
CUST-00300,2026-08-10,
CUST-00302,2022-01-28,2023-05-12
CUST-00302,2023-05-12,2026-01-23
CUST-00302,2026-01-23,
CUST-00303,2024-05-24,2025-04-19
CUST-00303,2025-04-19,2025-12-30
CUST-00303,2025-12-30,
CUST-00304,2021-09-18,
CUST-00305,2023-02-23,2025-02-25
CUST-00305,2025-02-25,
CUST-00306,2020-06-15,2024-10-27
CUST-00306,2024-10-27,2026-08-10
CUST-00306,2026-08-10,
CUST-00307,2020-01-05,2022-11-17
CUST-00307,2022-11-17,2026-08-10
CUST-00307,2026-08-10,
CUST-00309,2021-05-06,2024-08-24
CUST-00309,2024-08-24,2026-04-24
CUST-00309,2026-04-24,2026-08-10
CUST-00309,2026-08-10,
CUST-00310,2020-08-14,2022-03-31
CUST-00310,2022-03-31,2023-02-07
CUST-00310,2023-02-07,
CUST-00311,2024-03-18,
CUST-00312,2024-10-05,2026-02-11
CUST-00312,2026-02-11,2026-08-10
CUST-00312,2026-08-10,
CUST-00313,2024-10-29,2025-11-28
CUST-00313,2025-11-28,2026-06-16
CUST-00313,2026-06-16,
CUST-00314,2020-10-09,2024-04-16
CUST-00314,2024-04-16,2025-01-29
CUST-00314,2025-01-29,2025-05-11
CUST-00314,2025-05-11,2026-08-10
CUST-00314,2026-08-10,
CUST-00316,2022-06-23,
CUST-00317,2022-01-13,2024-10-26
CUST-00317,2024-10-26,2025-05-26
CUST-00317,2025-05-26,
CUST-00318,2022-03-16,2023-10-07
CUST-00318,2023-10-07,
CUST-00320,2025-02-17,2025-05-13
CUST-00320,2025-05-13,
CUST-00321,2023-09-09,2026-08-10
CUST-00321,2026-08-10,
CUST-00322,2020-09-27,2026-01-14
CUST-00322,2026-01-14,2026-07-24
CUST-00322,2026-07-24,
CUST-00323,2020-02-26,2021-07-13
CUST-00323,2021-07-13,2026-03-07
CUST-00323,2026-03-07,
CUST-00324,2020-12-05,
CUST-00325,2021-06-21,2021-08-25
CUST-00325,2021-08-25,2023-04-06
CUST-00325,2023-04-06,
CUST-00326,2020-01-04,2023-06-02
CUST-00326,2023-06-02,2024-06-04
CUST-00326,2024-06-04,
CUST-00328,2020-06-21,2026-08-10
CUST-00328,2026-08-10,
CUST-00329,2021-11-18,2022-01-12
CUST-00329,2022-01-12,2024-10-19
CUST-00329,2024-10-19,2026-07-28
CUST-00329,2026-07-28,
CUST-00330,2021-10-03,2022-06-03
CUST-00330,2022-06-03,
CUST-00331,2026-05-16,
CUST-00332,2021-10-17,2024-05-18
CUST-00332,2024-05-18,2024-10-26
CUST-00332,2024-10-26,
CUST-00333,2020-02-29,2022-10-21
CUST-00333,2022-10-21,2022-12-19
CUST-00333,2022-12-19,2024-02-08
CUST-00333,2024-02-08,2025-04-15
CUST-00333,2025-04-15,2026-01-12
CUST-00333,2026-01-12,
CUST-00334,2021-09-11,2024-05-10
CUST-00334,2024-05-10,2024-07-29
CUST-00334,2024-07-29,2025-09-23
CUST-00334,2025-09-23,2025-11-09
CUST-00334,2025-11-09,2026-04-19
CUST-00334,2026-04-19,2026-06-11
CUST-00334,2026-06-11,2026-06-16
CUST-00334,2026-06-16,
CUST-00335,2022-10-14,2026-08-10
CUST-00335,2026-08-10,
CUST-00336,2020-01-03,2024-11-04
CUST-00336,2024-11-04,2025-07-18
CUST-00336,2025-07-18,2026-07-03
CUST-00336,2026-07-03,
CUST-00337,2023-08-16,
CUST-00338,2024-10-14,2025-01-21
CUST-00338,2025-01-21,2026-01-02
CUST-00338,2026-01-02,
CUST-00339,2024-08-23,2025-02-24
CUST-00339,2025-02-24,
CUST-00340,2022-04-03,2024-04-05
CUST-00340,2024-04-05,2024-11-28
CUST-00340,2024-11-28,2026-06-18
CUST-00340,2026-06-18,
CUST-00342,2023-06-08,2023-11-05
CUST-00342,2023-11-05,2025-02-16
CUST-00342,2025-02-16,2025-09-25
CUST-00342,2025-09-25,
CUST-00343,2020-06-09,2021-04-22
CUST-00343,2021-04-22,
CUST-00344,2021-02-17,2022-07-18
CUST-00344,2022-07-18,2023-11-29
CUST-00344,2023-11-29,2025-08-20
CUST-00344,2025-08-20,2026-08-10
CUST-00344,2026-08-10,
CUST-00345,2020-03-13,2023-10-10
CUST-00345,2023-10-10,
CUST-00346,2026-02-11,
CUST-00347,2020-03-08,2021-12-15
CUST-00347,2021-12-15,
CUST-00348,2020-12-25,2021-07-29
CUST-00348,2021-07-29,2021-08-25
CUST-00348,2021-08-25,2021-12-14
CUST-00348,2021-12-14,2023-08-30
CUST-00348,2023-08-30,2025-03-18
CUST-00348,2025-03-18,
CUST-00349,2020-04-26,2023-03-09
CUST-00349,2023-03-09,2026-08-10
CUST-00349,2026-08-10,
CUST-00350,2021-12-24,2024-05-28
CUST-00350,2024-05-28,2025-01-03
CUST-00350,2025-01-03,2025-12-31
CUST-00350,2025-12-31,2026-08-10
CUST-00350,2026-08-10,
CUST-00352,2022-02-22,2023-06-25
CUST-00352,2023-06-25,2025-09-04
CUST-00352,2025-09-04,2026-08-10
CUST-00352,2026-08-10,
CUST-00353,2022-09-16,2023-06-03
CUST-00353,2023-06-03,2025-08-25
CUST-00353,2025-08-25,
CUST-00354,2020-06-10,2023-04-19
CUST-00354,2023-04-19,2026-08-10
CUST-00354,2026-08-10,2026-08-10
CUST-00354,2026-08-10,
CUST-00355,2020-12-26,2026-08-10
CUST-00355,2026-08-10,
CUST-00356,2024-05-01,
CUST-00358,2020-04-09,2024-01-19
CUST-00358,2024-01-19,2024-09-17
CUST-00358,2024-09-17,2026-08-10
CUST-00358,2026-08-10,
CUST-00359,2021-07-15,2023-08-18
CUST-00359,2023-08-18,2024-12-06
CUST-00359,2024-12-06,2026-08-10
CUST-00359,2026-08-10,
CUST-00360,2022-06-22,2023-12-08
CUST-00360,2023-12-08,2024-04-14
CUST-00360,2024-04-14,
CUST-00362,2024-03-26,2026-01-14
CUST-00362,2026-01-14,2026-08-10
CUST-00362,2026-08-10,2026-08-10
CUST-00362,2026-08-10,
CUST-00363,2023-06-09,2023-06-19
CUST-00363,2023-06-19,2023-12-18
CUST-00363,2023-12-18,2025-11-04
CUST-00363,2025-11-04,2026-08-10
CUST-00363,2026-08-10,
CUST-00364,2020-09-11,2023-05-12
CUST-00364,2023-05-12,
CUST-00365,2023-08-05,2025-02-14
CUST-00365,2025-02-14,2025-04-19
CUST-00365,2025-04-19,
CUST-00366,2026-08-10,
CUST-00367,2020-01-17,2020-02-02
CUST-00367,2020-02-02,2021-05-01
CUST-00367,2021-05-01,2022-12-05
CUST-00367,2022-12-05,2023-01-21
CUST-00367,2023-01-21,2023-03-15
CUST-00367,2023-03-15,2026-07-25
CUST-00367,2026-07-25,
CUST-00368,2020-07-27,2021-07-08
CUST-00368,2021-07-08,
CUST-00369,2023-07-28,2023-11-05
CUST-00369,2023-11-05,2024-04-10
CUST-00369,2024-04-10,2025-01-31
CUST-00369,2025-01-31,2025-05-25
CUST-00369,2025-05-25,2026-08-10
CUST-00369,2026-08-10,
CUST-00370,2020-11-30,2025-08-28
CUST-00370,2025-08-28,
CUST-00371,2023-11-25,
CUST-00372,2022-03-11,2023-08-11
CUST-00372,2023-08-11,2024-09-05
CUST-00372,2024-09-05,2025-09-20
CUST-00372,2025-09-20,
CUST-00373,2020-01-27,2020-07-20
CUST-00373,2020-07-20,2023-07-18
CUST-00373,2023-07-18,2024-07-05
CUST-00373,2024-07-05,2025-11-02
CUST-00373,2025-11-02,
CUST-00374,2022-04-12,2023-12-01
CUST-00374,2023-12-01,2026-03-12
CUST-00374,2026-03-12,
CUST-00375,2021-02-25,2025-05-06
CUST-00375,2025-05-06,2026-08-10
CUST-00375,2026-08-10,2026-08-10
CUST-00375,2026-08-10,
CUST-00376,2022-08-04,2023-05-13
CUST-00376,2023-05-13,2023-07-16
CUST-00376,2023-07-16,2024-01-19
CUST-00376,2024-01-19,
CUST-00377,2020-03-06,2020-06-01
CUST-00377,2020-06-01,
CUST-00378,2022-01-09,
CUST-00379,2022-01-25,2023-04-05
CUST-00379,2023-04-05,2024-08-02
CUST-00379,2024-08-02,2025-10-12
CUST-00379,2025-10-12,
CUST-00380,2022-12-15,2024-02-25
CUST-00380,2024-02-25,
CUST-00381,2020-01-15,2020-01-17
CUST-00381,2020-01-17,2024-06-05
CUST-00381,2024-06-05,2024-06-18
CUST-00381,2024-06-18,2026-08-10
CUST-00381,2026-08-10,
CUST-00382,2020-11-19,2023-07-14
CUST-00382,2023-07-14,2026-08-10
CUST-00382,2026-08-10,
CUST-00383,2023-09-28,
CUST-00384,2020-05-28,2020-06-23
CUST-00384,2020-06-23,2021-07-16
CUST-00384,2021-07-16,2026-01-21
CUST-00384,2026-01-21,2026-08-10
CUST-00384,2026-08-10,
CUST-00385,2021-11-22,2025-01-19
CUST-00385,2025-01-19,2025-12-30
CUST-00385,2025-12-30,
CUST-00386,2020-01-11,2023-03-29
CUST-00386,2023-03-29,2024-07-04
CUST-00386,2024-07-04,
CUST-00387,2022-06-02,2022-12-15
CUST-00387,2022-12-15,
CUST-00388,2021-02-06,2022-04-01
CUST-00388,2022-04-01,2025-06-23
CUST-00388,2025-06-23,
CUST-00389,2020-02-09,2021-08-26
CUST-00389,2021-08-26,2026-08-10
CUST-00389,2026-08-10,
CUST-00390,2020-10-08,2020-12-30
CUST-00390,2020-12-30,2026-08-10
CUST-00390,2026-08-10,
CUST-00391,2020-07-08,2021-08-04
CUST-00391,2021-08-04,2022-08-19
CUST-00391,2022-08-19,
CUST-00392,2022-06-06,2024-02-15
CUST-00392,2024-02-15,2024-12-23
CUST-00392,2024-12-23,2026-08-10
CUST-00392,2026-08-10,
CUST-00393,2020-05-27,2021-02-24
CUST-00393,2021-02-24,2022-12-14
CUST-00393,2022-12-14,
CUST-00394,2023-06-18,2023-10-14
CUST-00394,2023-10-14,
CUST-00395,2020-07-13,2026-03-25
CUST-00395,2026-03-25,2026-06-02
CUST-00395,2026-06-02,
CUST-00396,2021-06-02,2021-07-23
CUST-00396,2021-07-23,2024-01-20
CUST-00396,2024-01-20,
CUST-00397,2023-02-19,2023-10-26
CUST-00397,2023-10-26,
CUST-00398,2021-06-17,2021-10-19
CUST-00398,2021-10-19,2023-12-18
CUST-00398,2023-12-18,2024-08-01
CUST-00398,2024-08-01,2024-09-07
CUST-00398,2024-09-07,
CUST-00399,2020-08-29,2023-08-24
CUST-00399,2023-08-24,2025-12-16
CUST-00399,2025-12-16,2026-08-10
CUST-00399,2026-08-10,
CUST-00400,2021-09-23,2021-12-03
CUST-00400,2021-12-03,2024-07-05
CUST-00400,2024-07-05,
CUST-00402,2024-02-23,2026-05-26
CUST-00402,2026-05-26,
CUST-00403,2022-11-13,2024-04-30
CUST-00403,2024-04-30,2024-10-26
CUST-00403,2024-10-26,2024-11-16
CUST-00403,2024-11-16,
CUST-00404,2021-10-14,2024-05-17
CUST-00404,2024-05-17,2024-12-31
CUST-00404,2024-12-31,
CUST-00405,2024-01-21,2025-12-22
CUST-00405,2025-12-22,2026-08-10
CUST-00405,2026-08-10,2026-08-10
CUST-00405,2026-08-10,
CUST-00406,2023-02-20,
CUST-00407,2020-01-28,2021-09-16
CUST-00407,2021-09-16,2024-04-21
CUST-00407,2024-04-21,
CUST-00408,2020-11-19,2022-04-23
CUST-00408,2022-04-23,2025-06-01
CUST-00408,2025-06-01,2025-11-16
CUST-00408,2025-11-16,2026-01-10
CUST-00408,2026-01-10,
CUST-00409,2021-02-21,2023-09-15
CUST-00409,2023-09-15,2023-09-24
CUST-00409,2023-09-24,2025-11-10
CUST-00409,2025-11-10,
CUST-00410,2021-11-14,2025-08-26
CUST-00410,2025-08-26,2026-08-10
CUST-00410,2026-08-10,
CUST-00411,2021-07-21,2024-10-29
CUST-00411,2024-10-29,2025-11-11
CUST-00411,2025-11-11,2026-01-15
CUST-00411,2026-01-15,2026-08-10
CUST-00411,2026-08-10,
CUST-00412,2021-04-02,2023-07-18
CUST-00412,2023-07-18,
CUST-00413,2020-11-13,2021-10-16
CUST-00413,2021-10-16,2024-11-12
CUST-00413,2024-11-12,
CUST-00414,2020-07-04,2022-07-24
CUST-00414,2022-07-24,2022-12-18
CUST-00414,2022-12-18,2025-09-12
CUST-00414,2025-09-12,2025-12-16
CUST-00414,2025-12-16,
CUST-00415,2020-08-11,2021-08-09
CUST-00415,2021-08-09,2021-09-02
CUST-00415,2021-09-02,
CUST-00416,2020-10-26,
CUST-00417,2022-09-04,2023-04-28
CUST-00417,2023-04-28,2025-02-27
CUST-00417,2025-02-27,2026-06-20
CUST-00417,2026-06-20,
CUST-00419,2020-05-26,2022-04-01
CUST-00419,2022-04-01,2024-03-26
CUST-00419,2024-03-26,2024-07-10
CUST-00419,2024-07-10,2025-07-18
CUST-00419,2025-07-18,
CUST-00421,2024-02-08,2024-07-31
CUST-00421,2024-07-31,2026-01-16
CUST-00421,2026-01-16,2026-08-10
CUST-00421,2026-08-10,
CUST-00422,2024-04-09,
CUST-00423,2023-12-30,2026-08-10
CUST-00423,2026-08-10,
CUST-00424,2021-02-13,2024-07-30
CUST-00424,2024-07-30,
CUST-00425,2021-05-22,2023-03-22
CUST-00425,2023-03-22,2024-08-26
CUST-00425,2024-08-26,
CUST-00426,2020-06-24,2023-04-30
CUST-00426,2023-04-30,2024-06-20
CUST-00426,2024-06-20,
CUST-00427,2022-10-25,2024-03-22
CUST-00427,2024-03-22,2024-05-20
CUST-00427,2024-05-20,2026-07-08
CUST-00427,2026-07-08,2026-08-10
CUST-00427,2026-08-10,
CUST-00428,2021-04-14,2024-10-08
CUST-00428,2024-10-08,2026-08-10
CUST-00428,2026-08-10,
CUST-00429,2020-04-11,2026-08-10
CUST-00429,2026-08-10,
CUST-00430,2022-03-03,2023-02-16
CUST-00430,2023-02-16,
CUST-00431,2020-02-29,2020-07-19
CUST-00431,2020-07-19,2020-08-16
CUST-00431,2020-08-16,2026-07-17
CUST-00431,2026-07-17,2026-08-10
CUST-00431,2026-08-10,2026-08-10
CUST-00431,2026-08-10,
CUST-00432,2021-07-30,2022-08-13
CUST-00432,2022-08-13,2023-04-29
CUST-00432,2023-04-29,2024-10-23
CUST-00432,2024-10-23,
CUST-00433,2022-06-24,2026-04-01
CUST-00433,2026-04-01,
CUST-00434,2020-04-03,2023-02-24
CUST-00434,2023-02-24,2026-08-10
CUST-00434,2026-08-10,2026-08-10
CUST-00434,2026-08-10,
CUST-00435,2020-06-16,2025-02-19
CUST-00435,2025-02-19,2026-08-10
CUST-00435,2026-08-10,
CUST-00436,2020-01-29,2021-02-26
CUST-00436,2021-02-26,2023-11-25
CUST-00436,2023-11-25,2025-02-10
CUST-00436,2025-02-10,
CUST-00437,2021-04-08,2023-10-02
CUST-00437,2023-10-02,2024-02-22
CUST-00437,2024-02-22,2026-08-10
CUST-00437,2026-08-10,
CUST-00439,2021-05-08,2021-06-23
CUST-00439,2021-06-23,2022-10-07
CUST-00439,2022-10-07,2023-08-08
CUST-00439,2023-08-08,2024-11-03
CUST-00439,2024-11-03,
CUST-00440,2021-07-18,2025-08-16
CUST-00440,2025-08-16,2025-11-05
CUST-00440,2025-11-05,
CUST-00441,2021-10-29,2024-10-20
CUST-00441,2024-10-20,2025-11-07
CUST-00441,2025-11-07,2026-03-21
CUST-00441,2026-03-21,2026-08-10
CUST-00441,2026-08-10,
CUST-00442,2022-09-30,2023-07-24
CUST-00442,2023-07-24,
CUST-00443,2022-05-19,2022-12-09
CUST-00443,2022-12-09,2023-03-25
CUST-00443,2023-03-25,2023-08-24
CUST-00443,2023-08-24,2025-08-27
CUST-00443,2025-08-27,
CUST-00444,2024-09-27,2025-05-17
CUST-00444,2025-05-17,2026-01-21
CUST-00444,2026-01-21,
CUST-00445,2026-02-24,
CUST-00446,2023-03-27,2024-08-31
CUST-00446,2024-08-31,2026-08-10
CUST-00446,2026-08-10,
CUST-00447,2020-01-20,2020-02-27
CUST-00447,2020-02-27,2022-05-20
CUST-00447,2022-05-20,2025-04-30
CUST-00447,2025-04-30,2026-08-10
CUST-00447,2026-08-10,
CUST-00448,2025-01-08,2026-08-10
CUST-00448,2026-08-10,
CUST-00449,2022-01-12,2023-11-30
CUST-00449,2023-11-30,2026-08-10
CUST-00449,2026-08-10,
CUST-00450,2020-03-08,2020-10-21
CUST-00450,2020-10-21,2023-07-17
CUST-00450,2023-07-17,2026-08-10
CUST-00450,2026-08-10,
CUST-00452,2020-10-02,2025-08-31
CUST-00452,2025-08-31,2026-02-02
CUST-00452,2026-02-02,
CUST-00453,2021-01-22,
CUST-00454,2021-03-31,2021-09-21
CUST-00454,2021-09-21,2022-05-22
CUST-00454,2022-05-22,2024-05-31
CUST-00454,2024-05-31,2025-12-11
CUST-00454,2025-12-11,2026-08-10
CUST-00454,2026-08-10,2026-08-10
CUST-00454,2026-08-10,
CUST-00455,2024-05-19,2026-03-12
CUST-00455,2026-03-12,
CUST-00456,2022-12-18,
CUST-00457,2025-02-16,2025-02-25
CUST-00457,2025-02-25,2025-05-08
CUST-00457,2025-05-08,
CUST-00458,2020-02-02,2020-12-25
CUST-00458,2020-12-25,2021-12-24
CUST-00458,2021-12-24,2022-10-15
CUST-00458,2022-10-15,
CUST-00459,2021-02-17,2022-08-02
CUST-00459,2022-08-02,2024-03-12
CUST-00459,2024-03-12,2025-04-11
CUST-00459,2025-04-11,2026-02-14
CUST-00459,2026-02-14,
CUST-00461,2023-03-19,2023-07-28
CUST-00461,2023-07-28,
CUST-00462,2021-01-31,2022-07-25
CUST-00462,2022-07-25,
CUST-00463,2022-08-24,2024-02-06
CUST-00463,2024-02-06,
CUST-00464,2021-01-02,2024-05-07
CUST-00464,2024-05-07,
CUST-00465,2022-03-11,2023-01-06
CUST-00465,2023-01-06,2026-08-10
CUST-00465,2026-08-10,
CUST-00466,2021-05-19,2022-11-27
CUST-00466,2022-11-27,2023-01-28
CUST-00466,2023-01-28,
CUST-00467,2023-09-06,2023-12-21
CUST-00467,2023-12-21,2025-07-12
CUST-00467,2025-07-12,2025-10-29
CUST-00467,2025-10-29,2026-08-10
CUST-00467,2026-08-10,
CUST-00468,2022-11-08,
CUST-00469,2021-08-18,
CUST-00470,2020-04-23,2020-11-13
CUST-00470,2020-11-13,
CUST-00471,2023-05-22,2023-10-13
CUST-00471,2023-10-13,2025-02-16
CUST-00471,2025-02-16,
CUST-00472,2023-03-12,2026-02-21
CUST-00472,2026-02-21,
CUST-00473,2020-12-16,2024-09-21
CUST-00473,2024-09-21,2025-01-31
CUST-00473,2025-01-31,
CUST-00474,2026-06-25,2026-08-10
CUST-00474,2026-08-10,2026-08-10
CUST-00474,2026-08-10,
CUST-00476,2020-08-22,
CUST-00477,2020-05-18,2020-11-19
CUST-00477,2020-11-19,2024-06-16
CUST-00477,2024-06-16,2024-10-21
CUST-00477,2024-10-21,
CUST-00478,2021-03-10,2025-06-12
CUST-00478,2025-06-12,2025-12-30
CUST-00478,2025-12-30,
CUST-00479,2021-01-16,2022-08-14
CUST-00479,2022-08-14,2024-04-14
CUST-00479,2024-04-14,2025-12-22
CUST-00479,2025-12-22,
CUST-00480,2022-05-29,2022-08-01
CUST-00480,2022-08-01,2024-02-28
CUST-00480,2024-02-28,2024-10-01
CUST-00480,2024-10-01,
CUST-00482,2021-06-04,2021-08-30
CUST-00482,2021-08-30,2023-12-30
CUST-00482,2023-12-30,2025-04-29
CUST-00482,2025-04-29,2026-04-06
CUST-00482,2026-04-06,
CUST-00483,2021-01-07,2025-11-30
CUST-00483,2025-11-30,
CUST-00485,2020-11-23,2021-12-30
CUST-00485,2021-12-30,2023-08-02
CUST-00485,2023-08-02,
CUST-00487,2026-08-10,
CUST-00488,2022-05-16,2026-07-15
CUST-00488,2026-07-15,
CUST-00489,2020-06-22,2021-09-24
CUST-00489,2021-09-24,2023-12-13
CUST-00489,2023-12-13,
CUST-00490,2020-05-14,2026-08-10
CUST-00490,2026-08-10,
CUST-00491,2020-09-25,
CUST-00492,2020-01-25,2023-07-19
CUST-00492,2023-07-19,2024-12-28
CUST-00492,2024-12-28,2025-05-03
CUST-00492,2025-05-03,2025-09-01
CUST-00492,2025-09-01,
CUST-00493,2020-01-14,2025-04-01
CUST-00493,2025-04-01,2026-08-10
CUST-00493,2026-08-10,2026-08-10
CUST-00493,2026-08-10,
CUST-00494,2021-04-30,2022-06-30
CUST-00494,2022-06-30,2023-01-14
CUST-00494,2023-01-14,2024-12-24
CUST-00494,2024-12-24,2025-05-13
CUST-00494,2025-05-13,2025-07-26
CUST-00494,2025-07-26,
CUST-00496,2024-01-05,2025-05-23
CUST-00496,2025-05-23,
CUST-00497,2020-11-09,2023-06-25
CUST-00497,2023-06-25,2025-03-14
CUST-00497,2025-03-14,2025-04-18
CUST-00497,2025-04-18,
CUST-00498,2021-09-19,2025-06-06
CUST-00498,2025-06-06,
CUST-00499,2020-12-21,2022-01-05
CUST-00499,2022-01-05,2022-06-10
CUST-00499,2022-06-10,2023-02-23
CUST-00499,2023-02-23,2026-08-03
CUST-00499,2026-08-03,2026-08-10
CUST-00499,2026-08-10,
CUST-00500,2021-03-28,2021-06-25
CUST-00500,2021-06-25,2023-06-17
CUST-00500,2023-06-17,2026-04-23
CUST-00500,2026-04-23,
